Name,CriticRate,CriticNum,UserRate,UserNum,TN,Index,Year
BIT.TRIP FATE,74,9,6.4,9,9.9,73.09090909,2013
BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,85,23,8.1,164,39.4,83.33502538,2013
Bleed,0,2,7.7,35,5.5,77,2013
Blockland,0,0,5.8,77,7.7,58,2013
Blood Knights,0,3,6,43,7.3,60,2013
Blood of the Werewolf,65,9,7.4,45,13.5,68,2013
Blood Omen 2: Legacy of Kain,66,8,8.3,43,12.3,71.94308943,2013
Bloody Trapland,0,1,6.3,12,2.2,63,2013
Bridge Constructor,0,3,6.7,10,4,67,2013
Bridge It +,0,0,0,0,0,0,2013
Bridge Project,0,1,4.5,22,3.2,45,2013
Broken Sword 5 - the Serpent's Curse,69,39,7.9,153,54.3,71.81767956,2013
Brothers - A Tale of Two Sons,90,9,8.6,1334,142.4,86.25280899,2013
Brutal Legend,80,17,7.8,428,59.8,78.56856187,2013
Bunny Must Die! Chelsea and the 7 Devils,0,0,7.3,8,0.8,73,2013
Bus-Simulator 2012,0,0,0,0,0,0,2013
Call of Duty: Ghosts - Digital Hardened Edition,0,0,0,0,0,0,2013
Castle of Illusion,69,4,6.7,55,9.5,67.84210526,2013
CastleStorm,73,8,7.7,65,14.5,74.79310345,2013
Castlevania: Lords of Shadow ??Ultimate Edition,81,23,7.4,587,81.7,75.97062424,2013
Chainsaw Warrior,0,2,3.8,4,2.4,38,2013
Champions of Regnum,0,1,5.4,30,4,54,2013
Citadels,20,6,1.4,96,15.6,16.30769231,2013
Cities in Motion 2,72,15,7.3,151,30.1,72.50166113,2013
Cities XL Platinum,0,0,5.5,74,7.4,55,2013
Clickteam Fusion 2.5,0,0,0,0,0,0,2013
Cloudberry Kingdom,67,6,7.4,26,8.6,69.11627907,2013
Cognition: An Erica Reed Thriller,0,1,8,11,2.1,80,2013
Company of Heroes 2,80,82,2.1,5692,651.2,28.42936118,2013
Construct 2,0,0,0,0,0,0,2013
Contagion,62,4,7.2,108,14.8,69.2972973,2013
Contrast,62,24,7.6,189,42.9,68.16783217,2013
"Cook, Serve, Delicious!",0,1,7.8,52,6.2,78,2013
Cranky Cat,0,0,0,0,0,0,2013
Cry of Fear,0,0,8.1,143,14.3,81,2013
Cubemen 2,68,4,6.8,16,5.6,68,2013
Cubetractor,75,6,7.2,13,7.3,74.46575342,2013
Cut the Rope,0,0,3.8,4,0.4,38,2013
Daikatana,0,0,0,0,0,0,2013
DARK,41,21,4.3,263,47.3,42.11205074,2013
Dark Angels: Masquerade of Shadows,0,0,0,0,0,0,2013
Dark Fall 2: Lights Out,66,20,6.8,17,21.7,66.15668203,2013
Dark Fall: The Journal,68,23,7.5,19,24.9,68.53413655,2013
Dark Matter,0,0,0,0,0,0,2013
Darkfall Unholy Wars,0,1,7.2,109,11.9,72,2013
Darkout,55,13,6.8,16,14.6,56.42465753,2013
DayZ,0,0,0,0,0,0,2013
DCS World Steam Edition,0,1,8.9,54,6.4,89,2013
Dead Sky,0,3,4.2,13,4.3,42,2013
Deadfall Adventures,53,31,7,164,47.4,58.88185654,2013
Deadly Premonition: The Director's Cut,59,7,7.2,112,18.2,67,2013
Deathtrap Dungeon,0,0,0,0,0,0,2013
Defense Technica,63,15,7.7,19,16.9,64.5739645,2013
Dementium II HD,37,5,4.9,28,7.8,41.30769231,2013
Democracy 3,70,14,7.1,144,28.4,70.50704225,2013
Demonicon,61,12,6.6,67,18.7,62.79144385,2013
Desktop Dungeons,82,12,7.7,64,18.4,80.26086957,2013
Desperados: Wanted Dead or Alive,78,12,8.8,119,23.9,82.9790795,2013
Deus Ex: Human Revolution - Director's Cut,91,4,8.5,478,51.8,85.46332046,2013
DisplayFusion,0,0,0,0,0,0,2013
Divekick,73,5,6.7,53,10.3,69.91262136,2013
Divinity: Dragon Commander,76,37,7.1,252,62.2,73.97427653,2013
DIVO,0,1,0,0,1,0,2013
DLC Quest,0,2,6.4,101,12.1,64,2013
DmC: Devil May Cry,85,22,6.9,1814,203.4,70.73058014,2013
Dominions 3: The Awakening,82,8,7.6,45,12.5,79.84,2013
Dominions 4: Thrones of Ascension,0,3,8.4,32,6.2,84,2013
Doorways: Prelude,0,3,6.3,33,6.3,63,2013
Dota 2,90,33,6.5,11026,1135.6,65.7264882,2013
Dracula: Love Kills,0,0,0,0,0,0,2013
Dragon's Lair,0,0,5.6,5,0.5,56,2013
Dragon's Lair 2: Time Warp,0,0,0,0,0,0,2013
Dragon's Prophet,63,7,5.9,49,11.9,61.35294118,2013
Draw a Stickman: EPIC,0,0,7.2,13,1.3,72,2013
Driver Fusion - The Best Driver & Device Solution,0,0,0,0,0,0,2013
Droid Assault,0,2,8.3,9,2.9,83,2013
DuckTales: Remastered,66,6,7.6,165,22.5,73.33333333,2013
Dungeon Hearts,73,8,6.4,21,10.1,71.12871287,2013
Dungeon-Party,0,0,5.8,5,0.5,58,2013
Dungeons & Dragons: Chronicles of Mystara,80,9,6.8,34,12.4,76.70967742,2013
Dust: An Elysian Tail,85,7,8.5,486,55.6,85,2013
Dyad,80,4,7.6,12,5.2,79.07692308,2013
Dysfunctional Systems: Learning to Manage Chaos,0,1,5.9,16,2.6,59,2013
Eador. Masters of the Broken World,0,1,8.8,31,4.1,88,2013
Eador: Genesis,74,19,7.2,213,40.3,72.94292804,2013
Earth 2140,0,0,5.8,18,1.8,58,2013
Earth 2150 Trilogy,0,0,8.1,8,0.8,81,2013
Edna & Harvey: The Breakout,56,7,6.6,40,11,59.63636364,2013
Elder Sign: Omens,0,1,0,0,1,0,2013
Eldritch,77,14,6.8,46,18.6,74.77419355,2013
Electronic Super Joy,0,3,7.3,51,8.1,73,2013
Element4l,77,8,7.7,36,11.6,77,2013
Eleusis,49,5,6.8,21,7.1,54.61971831,2013
Emergency 2014,0,0,0,0,0,0,2013
Enclave,71,15,7,97,24.7,70.60728745,2013
ENSLAVED: Odyssey to the West Premium Edition,70,8,7.6,227,30.7,74.43648208,2013
Eryi's Action,0,2,6,11,3.1,60,2013
Escape Goat,0,2,7.5,18,3.8,75,2013
Euro Truck Simulator,0,0,7.5,40,4,75,2013
Europa Universalis IV,87,34,8.7,1095,143.5,87,2013
Evoland,61,27,6.8,167,43.7,63.67505721,2013
Expeditions: Conquistador,77,21,8.1,208,41.8,78.99043062,2013
Face Noir,59,14,6.3,28,16.8,59.66666667,2013
Fallen Enchantress: Legendary Heroes,80,18,7.7,158,33.8,78.59763314,2013
Far Cry 3 - Blood Dragon,81,31,8.1,836,114.6,81,2013
Farming Giant,0,1,4.6,5,1.5,46,2013
Farming Simulator 2013 Titanium Edition,0,0,0,0,0,0,2013
FATE,80,9,7.7,53,14.3,78.88811189,2013
Fester Mudd: Curse of the Gold - Episode 1,76,5,7.7,21,7.1,76.29577465,2013
FEZ,91,11,6.7,1098,120.8,69.18543046,2013
Fieldrunners 2,73,5,7.5,39,8.9,73.87640449,2013
Final Exam,66,5,6.7,19,6.9,66.27536232,2013
FI0L FANTASY VII,0,0,9.2,270,27,92,2013
FI0L FANTASY VIII,0,0,9.1,172,17.2,91,2013
FI0L FANTASY XI: Ultimate Collection Seekers Edition,0,0,8.2,5,0.5,82,2013
Finding Teddy,0,1,6.3,16,2.6,63,2013
Fist Puncher,73,11,7.5,25,13.5,73.37037037,2013
Flashback,0,1,5,46,5.6,50,2013
Flashpoint Campaigns: Red Storm Player's Edition,0,1,0,0,1,0,2013
FORCED: Slightly Better Edition,72,25,7.7,132,38.2,73.72774869,2013
Foul Play,69,9,5.9,30,12,66.5,2013
Game Dev Tycoon,68,21,8,1024,123.4,77.95786062,2013
Gas Guzzlers Extreme,73,9,8.6,152,24.2,81.16528926,2013
Gentlemen!,0,0,0,0,0,0,2013
Giana Sisters: Twisted Dreams - Rise of the Owlverlord,84,5,8,43,9.3,82.15053763,2013
Gimbal,0,0,0,0,0,0,2013
Go Home Dinosaurs!,0,1,7.8,25,3.5,78,2013
God Mode,58,16,6.8,132,29.2,62.52054795,2013
Gomo,50,19,4.8,24,21.4,49.77570093,2013
Gone Home,86,56,5.4,2093,265.3,60.75461741,2013
Goodbye Deponia,80,34,7.8,201,54.1,79.25693161,2013
Gorky 17,0,0,0,0,0,0,2013
Gravi,0,0,8.8,4,0.4,88,2013
Gravity Badgers,0,2,2.2,5,2.5,22,2013
GRID 2,80,17,5.8,584,75.4,62.9602122,2013
Guacamelee! Gold Edition,88,22,7.3,238,45.8,80.20524017,2013
Guardians of Middle-earth,56,12,5.9,108,22.8,57.42105263,2013
Guncraft,73,6,4.3,73,13.3,56.53383459,2013
Gunpoint,83,33,8.4,391,72.1,83.54230236,2013
Hammerwatch,72,5,7.5,105,15.5,74.03225806,2013
Happy Pong,0,0,0,0,0,0,2013
Hate Plus,0,1,6,28,3.8,60,2013
Heli Heroes,0,0,6.4,5,0.5,64,2013
Helmet Heroes,0,0,0,0,0,0,2013
Hero of the Kingdom,0,0,7.3,29,2.9,73,2013
Hexodius,47,7,5.7,11,8.1,48.35802469,2013
Highborn,0,3,0,0,3,0,2013
Huntsman: The Orphanage(Halloween Edition),0,2,5.8,20,4,58,2013
"I Have No Mouth, and I Must Scream",0,0,7.8,18,1.8,78,2013
Iesabel,0,2,5.3,23,4.3,53,2013
Impire,45,28,5.4,148,42.8,48.11214953,2013
Incredipede,74,7,6.9,24,9.4,72.72340426,2013
InFlux,0,3,6.8,5,3.5,68,2013
Injustice: Gods Among Us Ultimate Edition,79,4,7.7,169,20.9,77.38277512,2013
Inquisitor,64,5,7.9,89,13.9,73.60431655,2013
Intake,0,2,8.7,6,2.6,87,2013
Interstellar Marines,0,0,7.1,53,5.3,71,2013
Ironclad Tactics,69,12,7.2,40,16,69.75,2013
Ittle Dew,67,4,8.1,37,7.7,73.72727273,2013
Jack Keane 2 - The Fire Within,52,12,6.5,20,14,53.85714286,2013
Jack Lumber,0,1,6,12,2.2,60,2013
Jack Orlando: Director's Cut,0,0,0,0,0,0,2013
Joe Danger,0,3,6.8,11,4.1,68,2013
Joe Danger 2: The Movie,82,4,7.2,24,6.4,78.25,2013
Journey of a Roach,65,19,6.9,41,23.1,65.70995671,2013
Just Cause 2: Multiplayer Mod,0,0,0,0,0,0,2013
Kairo,76,6,7.8,53,11.3,76.9380531,2013
Kenshi,0,2,8.2,32,5.2,82,2013
Kentucky Route Zero,0,0,8.4,30,3,84,2013
King Arthur's Gold,81,4,8.4,55,9.5,82.73684211,2013
King Bounty: Legions,0,0,0,0,0,0,2013
Kingdom Wars,0,0,0,0,0,0,2013
Kingdoms Rise,0,0,3.7,16,1.6,37,2013
Knights and Merchants,0,0,8.7,36,3.6,87,2013
Knights of Pen and Paper +1 Edition,62,9,5.8,79,16.9,60.13017751,2013
KnightShift,0,0,4.4,12,1.2,44,2013
Knock-knock,57,16,8.3,180,34,70.76470588,2013
Knytt Underground,0,1,8.2,14,2.4,82,2013
La-Mulana,80,9,7.2,73,16.3,76.41717791,2013
Legend of Dungeon,62,13,7.5,56,18.6,65.91397849,2013
Legends of Aethereus,41,5,5.9,40,9,49,2013
LEGO Marvel Super Heroes,78,7,8.2,143,21.3,80.68544601,2013
Leisure Suit Larry in the Land of the Lounge Lizards: Reloaded,56,45,8.3,171,62.1,63.43478261,2013
Life of a Wizard,0,0,0,0,0,0,2013
Lilly Looking Through,71,9,6.8,40,13,70.07692308,2013
LogoMaker 4,0,0,0,0,0,0,2013
Long Live The Queen,67,5,7.8,95,14.5,74.20689655,2013
Lords of Football,52,13,6.4,55,18.5,55.56756757,2013
LOST PLANET 3,61,17,6.2,218,38.8,61.56185567,2013
Luxor 2 HD,0,0,6.3,4,0.4,63,2013
Magic 2014 - Duels of the Planeswalkers,77,19,6.1,114,30.4,71,2013
Magrunner: Dark Pulse,70,31,7.5,65,37.5,70.86666667,2013
Marc Ecko's Getting Up: Contents Under Pressure,69,21,7.7,59,26.9,70.75464684,2013
March of the Eagles,71,19,6.9,43,23.3,70.63090129,2013
Marlow Briggs and the Mask of Death,65,4,7.1,78,11.8,68.96610169,2013
Mars: War Logs,59,32,7.2,271,59.1,64.96108291,2013
Marvel Puzzle Quest,0,0,0,0,0,0,2013
Master Reboot,59,13,5.9,39,16.9,59,2013
Megabyte Punch,69,7,7.4,29,9.9,70.46464646,2013
Memoria,79,43,8.1,137,56.7,79.48324515,2013
Might & Magic: Heroes VI - Shades of Darkness,66,15,5.3,81,23.1,61.44155844,2013
Mini Motor Racing EVO,0,2,5.9,26,4.6,59,2013
MirrorMoon EP,73,9,5.5,20,11,69.72727273,2013
Monaco: What's Yours Is Mine,83,47,7.7,218,68.8,81.09883721,2013
Monster Loves You!,0,3,6.2,21,5.1,62,2013
Montague's Mount,39,21,5,40,25,40.76,2013
Mosaico,0,0,0,0,0,0,2013
MotoGP13,0,1,5.2,26,3.6,52,2013
Ms. Splosion Man,0,0,7.9,14,1.4,79,2013
MUD Motocross World Championship,0,3,0,0,3,0,2013
MURI,0,0,6.9,8,0.8,69,2013
Mutant Mudds Deluxe,0,0,6,9,0.9,60,2013
Nancy Drew: Ghost of Thornton Hall,0,2,8.2,6,2.6,82,2013
Nancy Drew: The Silent Spy,0,0,0,0,0,0,2013
0RUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,80,7,8.1,232,30.2,80.76821192,2013
Neighbours from Hell Compilation,0,0,7,9,0.9,70,2013
Neverwinter,74,35,5.3,433,78.3,62.38697318,2013
Nihilumbra,75,11,6.5,61,17.1,71.43274854,2013
Nimble Quest,0,1,0,0,1,0,2013
No More Room in Hell,0,0,7.6,36,3.6,76,2013
Not The Robots,0,3,7.9,16,4.6,79,2013
Ohm Studio,0,0,0,0,0,0,2013
Omegalodon,0,0,3.5,4,0.4,35,2013
Omerta - City of Gangsters,54,41,4.9,216,62.6,52.27476038,2013
Omikron: The Nomad Soul,0,0,7.7,64,6.4,77,2013
OMSI 2: Steam Edition,0,1,6.3,21,3.1,63,2013
Oozi: Earth Adventure,66,10,7.2,12,11.2,66.64285714,2013
Organ Trail: Director's Cut,0,3,6.7,48,7.8,67,2013
ORION: Prelude,0,0,0,0,0,0,2013
Outlast,80,59,8.3,1449,203.9,82.13192742,2013
PAC-MAN and the Ghostly Adventures,0,0,5,4,0.4,50,2013
PAC-MAN Championship Edition DX+,86,7,7.5,82,15.2,80.06578947,2013
Pandemonium,0,0,8.3,15,1.5,83,2013
Panzar,0,1,4.9,20,3,49,2013
"Papers, Please",85,40,8.5,1258,165.8,85,2013
Papo & Yo,70,23,7.7,143,37.3,72.68364611,2013
Paranormal,0,1,6.5,21,3.1,65,2013
Path of Exile,86,27,8.1,1657,192.7,81.70057084,2013
PAYDAY 2,79,51,3.7,3617,412.7,42.19021081,2013
PCMark 8,0,0,0,0,0,0,2013
Penny Arcade's On the Rain-Slick Precipice of Darkness 4,70,6,6.8,12,7.2,69.66666667,2013
Perfection.,0,0,0,0,0,0,2013
Pinball Arcade,0,0,0,0,0,0,2013
PixelJunk Monsters Ultimate,72,8,7.3,25,10.5,72.23809524,2013
PixelJunk Shooter,73,7,7.6,23,9.3,73.74193548,2013
PlayClaw 5 - Game Recording and Streaming,0,0,0,0,0,0,2013
Poker Night 2,75,8,7,154,23.4,71.70940171,2013
Pool Nation,0,1,8.4,84,9.4,84,2013
Portal 2 Sixense Perceptual Pack,0,0,0,0,0,0,2013
POSTAL,56,7,6.4,94,16.4,60.58536585,2013
Postmortem: One Must Die(Extended Cut),0,1,4.3,6,1.6,43,2013
Poöf,0,0,0,0,0,0,2013
Primal Fears,39,6,4.5,34,9.4,41.17021277,2013
Prime World: Defenders,58,7,7.7,139,20.9,70.63636364,2013
Professional Farmer 2014,0,1,4.9,10,2,49,2013
Project Syria,0,0,0,0,0,0,2013
Project Zomboid,0,0,7.7,117,11.7,77,2013
Proteus,80,24,5.6,184,42.4,69.58490566,2013
Pulse Shift,0,0,0,0,0,0,2013
Race The Sun,79,16,7.3,78,23.8,77.03361345,2013
RaceRoom Racing Experience,0,0,3.9,13,1.3,39,2013
Ragnarok Online,79,5,8.3,104,15.4,81.7012987,2013
Ragnarok Online 2,0,2,3.4,62,8.2,34,2013
Rain Blood Chronicles: Mirage,68,6,7.1,34,9.4,69.08510638,2013
Ravensword: Shadowlands,0,1,4,10,2,40,2013
Rayman Legends,89,5,8.5,379,42.9,85.46620047,2013
RaySupreme 3D,0,0,0,0,0,0,2013
Reach for the Sun,0,0,0,0,0,0,2013
Realms of Arkania: Blade of Destiny,0,0,0,0,0,0,2013
Receiver,0,2,5.9,37,5.7,59,2013
Redshirt,62,16,5.4,37,19.7,60.49746193,2013
Remember Me,65,26,7.4,1054,131.4,72.21917808,2013
Resident Evil 6 / Biohazard 6,69,18,6,968,114.8,61.41114983,2013
Resident Evil Revelations / Biohazard Revelations,77,12,7.1,387,50.7,72.42011834,2013
Retrovirus,70,12,6.7,18,13.8,69.60869565,2013
Reus,75,22,7.2,225,44.5,73.48314607,2013
Ride 'em Low,0,0,0,0,0,0,2013
Ring Runner: Flight of the Sages,75,5,7.8,29,7.9,76.10126582,2013
Rise of Flight United,0,0,0,0,0,0,2013
Rise of the Triad,67,40,6.7,232,63.2,67,2013
Rise of Venice,66,17,6.8,82,25.2,66.65079365,2013
Rising Storm Game of the Year Edition,82,21,8.5,239,44.9,83.59688196,2013
Risk,0,0,0,0,0,0,2013
Risk of Rain,77,12,8.1,263,38.3,79.74673629,2013
Rogue Legacy,85,43,7.9,627,105.7,81.44087039,2013
RPG Maker XP,0,0,0,0,0,0,2013
Rush Bros.,54,16,4.9,27,18.7,53.27807487,2013
Sacra Terra: Kiss of Death Collector's Edition,0,0,0,0,0,0,2013
Sacred Citadel,61,15,5.4,68,21.8,58.81651376,2013
Saints Row IV,86,45,7.4,1652,210.2,76.56898192,2013
Salvation Prophecy,0,3,7.4,19,4.9,74,2013
Samurai Gunn,78,11,7.5,25,13.5,77.44444444,2013
Sanctum 2,77,28,7.6,378,65.8,76.42553191,2013
Sang-Froid - Tales of Werewolves,79,13,7.7,108,23.8,78.09243697,2013
Savant - Ascent,0,0,8.3,39,3.9,83,2013
Scrabble,0,0,0,0,0,0,2013
Scribblenauts Unmasked: A DC Comics Adventure,68,14,6,44,18.4,66.08695652,2013
Secret Files: Sam Peters,0,3,6.5,11,4.1,65,2013
Septerra Core,72,19,7.7,67,25.7,73.30350195,2013
Shadow Man,0,0,8.7,27,2.7,87,2013
Shadow Warrior,73,50,8.1,728,122.8,77.74267101,2013
Shadow Warrior Classic Redux,0,2,8.1,31,5.1,81,2013
Shadowrun Returns,76,54,7.4,956,149.6,74.72192513,2013
Shadows: Price For Our Sins Bonus Edition,0,0,0,0,0,0,2013
Shattered Haven,59,4,6.9,14,5.4,61.59259259,2013
Shelter,69,29,7.2,86,37.6,69.68617021,2013
ShootMania Storm,76,47,7.2,76,54.6,75.44322344,2013
Shufflepuck Cantina Deluxe,0,1,5.9,8,1.8,59,2013
Sid Meier's Ace Patrol,71,7,6.6,24,9.4,69.72340426,2013
Sid Meier's Ace Patrol: Pacific Skies,59,4,6.7,9,4.9,60.46938776,2013
Signal Ops,61,9,7.2,6,9.6,61.6875,2013
Silent Storm Gold Edition,0,0,8.8,16,1.6,88,2013
Skullgirls,83,6,7.9,143,20.3,80.18226601,2013
Skulls of the Shogun,72,6,6.7,76,13.6,69.20588235,2013
Skyscraper Simulator,0,0,1.3,21,2.1,13,2013
Skyward Collapse,64,5,8,28,7.8,69.74358974,2013
Slam Bolt Scrappers,0,1,7.6,5,1.5,76,2013
Slender: The Arrival,65,30,6.1,255,55.5,63.16216216,2013
Small World 2,0,0,7.5,8,0.8,75,2013
Sniper Elite: Nazi Zombie Army,62,24,7.3,250,49,67.6122449,2013
Sniper Elite: Nazi Zombie Army 2,53,10,6.9,101,20.1,61.039801,2013
Sniper: Ghost Warrior 2,52,24,5.8,355,59.5,55.57983193,2013
SNOW,0,0,0,0,0,0,2013
Solar Flux,0,0,0,0,0,0,2013
Soldier Front 2,0,0,7.3,10,1,73,2013
Songs2See,0,0,0,0,0,0,2013
Soundodger+,78,5,6.9,13,6.3,76.14285714,2013
Space Ace,0,0,0,0,0,0,2013
Space Engineers,0,0,0,0,0,0,2013
Space Hulk,58,22,6.5,165,38.5,61,2013
Space Rangers HD: A War Apart,68,4,8.6,165,20.5,82.48780488,2013
Spaceforce Constellations,0,0,0,0,0,0,2013
Sparkle 2 Evo,0,0,6.4,17,1.7,64,2013
Speedball 2 HD,53,10,3.8,19,11.9,50.60504202,2013
Spelunky,90,9,7.2,482,57.2,74.83216783,2013
Star Conflict,75,9,7,164,25.4,71.77165354,2013
StarDrive,61,26,6.8,384,64.4,65.17391304,2013
Starseed Pilgrim,83,12,6.1,36,15.6,77.92307692,2013
Startopia,86,14,8.6,60,20,86,2013
State of Decay,79,9,6.9,571,66.1,70.36157337,2013
SteamWorld Dig,76,12,7.3,107,22.7,74.58590308,2013
Stick it to The Man!,79,7,7.3,63,13.3,76.15789474,2013
Storm,63,5,7,8,5.8,63.96551724,2013
Strike Suit Infinity,66,11,7,32,14.2,66.90140845,2013
Strike Suit Zero,66,40,7.3,161,56.1,68.00891266,2013
Stronghold Crusader HD,0,0,8.1,9,0.9,81,2013
Stronghold HD,0,0,6,10,1,60,2013
Super Amazing Wagon Adventure,0,0,8,16,1.6,80,2013
Super House of Dead Ninjas,79,6,8.3,42,10.2,80.64705882,2013
Super Puzzle Platformer Deluxe,0,3,8.5,17,4.7,85,2013
Super Sanctum TD,0,1,7.1,32,4.2,71,2013
Super Splatters,73,6,8.3,11,7.1,74.54929577,2013
Surgeon Simulator,71,18,5.9,238,41.8,64.16746411,2013
Syder Arcade,76,4,6.8,28,6.8,72.70588235,2013
System Shock 2,92,20,9.1,576,77.6,91.25773196,2013
Tales of Maj'Eyal,0,2,7,63,8.3,70,2013
Talisman: Prologue,0,1,6.3,4,1.4,63,2013
Tank Operations: European Campaign,0,3,6,4,3.4,60,2013
Teleglitch: Die More Edition,78,18,7,50,23,76.26086957,2013
Teslagrad,77,15,7.7,111,26.1,77,2013
Tetrobot and Co.,72,7,7.6,19,8.9,72.85393258,2013
The 11th Hour,0,0,6.8,4,0.4,68,2013
The 39 Steps,0,1,7,42,5.2,70,2013
The 7th Guest,0,0,0,0,0,0,2013
The Apogee Throwback Pack,0,0,0,0,0,0,2013
The Banner Saga: Factions,67,5,8,108,15.8,75.88607595,2013
The Bridge,0,0,0,0,0,0,2013
The Bureau: XCOM Declassified,66,45,6.5,646,109.6,65.41058394,2013
The Cat Lady,81,11,8.7,202,31.2,84.88461538,2013
The Cave,0,0,7.6,5,0.5,76,2013
The Chaos Engine,40,7,7.6,25,9.5,49.47368421,2013
The Game of Life,0,0,0,0,0,0,2013
The Incredible Adventures of Van Helsing,72,52,8.2,594,111.4,77.33213645,2013
The Inner World,72,18,7.7,59,23.9,73.23430962,2013
The Journey Down: Chapter One,72,20,7.5,40,24,72.5,2013
THE KING OF FIGHTERS XIII STEAM EDITION,77,6,8.1,69,12.9,79.13953488,2013
The Last Express Gold Edition,82,8,8.7,66,14.6,84.26027397,2013
The Mysterious Cities of Gold,0,0,0,0,0,0,2013
The Night of the Rabbit,75,45,7.5,88,53.8,75,2013
The Novelist,66,23,6,38,26.8,65.14925373,2013
The Saint: Abyss of Despair,0,0,0,0,0,0,2013
The Shivah,0,2,7.2,11,3.1,72,2013
The Stanley Parable,88,47,8,1924,239.4,81.57059315,2013
The Swapper,87,36,8.6,508,86.8,86.41474654,2013
The Typing of The Dead: Overkill,71,10,7.7,46,14.6,72.89041096,2013
The Walking Dead: Season 2,0,0,0,0,0,0,2013
The Wizard's Lair,0,0,0,0,0,0,2013
The Wolf Among Us,80,13,8.8,547,67.7,86.46381093,2013
Thunder Wolves,69,15,7.1,37,18.7,69.39572193,2013
Tiny Barbarian DX,0,3,7.5,6,3.6,75,2013
Tiny Brains,63,5,5.3,12,6.2,61.06451613,2013
Toki Tori 2+,76,13,7.6,42,17.2,76,2013
Tom Clancy's  Splinter Cell Blacklist,82,13,7.5,810,94,75.96808511,2013
Tomb Raider,86,18,8.5,3897,407.7,85.04415011,2013
Tomb Raider - The Final Hours Digital Book,0,0,0,0,0,0,2013
Total War: ROME II - Emperor Edition,0,2,7.2,169,18.9,72,2013
TrackMania2 Canyon,81,37,7.7,106,47.6,80.1092437,2013
TrackMania2 Stadium,77,5,7.7,63,11.3,77,2013
TrackMania2 Valley,79,7,7.7,46,11.6,78.20689655,2013
Train Simulator: East Coast Main Line London-Peterborough Route Add-On,0,0,0,0,0,0,2013
Train Simulator: Pacific Surfliner LA - San Diego Route,0,0,0,0,0,0,2013
Train Simulator: West Somerset Railway Route Add-On,0,0,0,0,0,0,2013
Trials Evolution: Gold Edition,85,10,6.8,126,22.6,75.52212389,2013
Trine 2: Complete Story,0,0,8.3,16,1.6,83,2013
Truck Racer,0,0,7.5,4,0.4,75,2013
Two Brothers,57,4,4.7,6,4.6,55.69565217,2013
Type:Rider,0,1,6.2,32,4.2,62,2013
Ultratron,0,0,7.8,16,1.6,78,2013
Unholy Heights,0,3,6.3,24,5.4,63,2013
Urban Chaos,0,0,8.5,8,0.8,85,2013
Urban Trial 0style,58,9,6.8,28,11.8,60.37288136,2013
Valdis Story: Abyssal City,83,7,7.7,83,15.3,79.74509804,2013
Vector,0,1,7.7,13,2.3,77,2013
VelocityUltra,0,3,0,0,3,0,2013
Violett Remastered,61,9,7.3,25,11.5,63.60869565,2013
Virtual DJ - Broadcaster Edition,0,0,0,0,0,0,2013
Virtual Race Car Engineer 2017,0,0,0,0,0,0,2013
Viscera Cleanup Detail: Santa's Rampage,0,0,5.8,12,1.2,58,2013
Viscera Cleanup Detail: Shadow Warrior,0,0,5.9,16,1.6,59,2013
Volgarr the Viking,76,9,7.7,93,18.3,76.50819672,2013
Vox,0,0,1.7,6,0.6,17,2013
War Thunder,81,8,6.5,793,87.3,66.46620848,2013
Warframe,71,11,8.3,1308,141.8,82.06911142,2013
Wargame: Airland Battle,80,22,8,249,46.9,80,2013
Wasteland 1 - The Original Classic,0,0,0,0,0,0,2013
Weird Worlds: Return to Infinite Space,79,6,7,23,8.3,76.5060241,2013
Wizardry 6: Bane of the Cosmic Forge,85,20,8.3,84,28.4,84.4084507,2013
Wizardry 7: Crusaders of the Dark Savant,0,0,0,0,0,0,2013
Wizardry 8,0,0,0,0,0,0,2013
Woodcutter Simulator 2013,0,0,4.1,15,1.5,41,2013
Wooden Sen'SeY,0,1,0,0,1,0,2013
World Basketball Tycoon,0,0,0,0,0,0,2013
World War II: Panzer Claws,61,8,7.1,10,9,62.11111111,2013
World War III: Black Gold,71,14,6.5,11,15.1,70.56291391,2013
Worms Armageddon,0,0,8.9,127,12.7,89,2013
Worms Clan Wars,73,17,6.9,62,23.2,71.93103448,2013
WRC 4 FIA World Rally Championship,64,7,6.5,64,13.4,64.47761194,2013
X Rebirth,33,24,3.2,1302,154.2,32.15564202,2013
YOU DON'T KNOW JACK HEADRUSH,0,0,0,0,0,0,2013
YOU DON'T KNOW JACK MOVIES,0,0,0,0,0,0,2013
YOU DON'T KNOW JACK SPORTS,0,0,0,0,0,0,2013
YOU DON'T KNOW JACK TELEVISION,0,0,0,0,0,0,2013
YOU DON'T KNOW JACK Vol. 1 XL,0,0,0,0,0,0,2013
YOU DON'T KNOW JACK Vol. 2,0,0,0,0,0,0,2013
YOU DON'T KNOW JACK Vol. 3,0,0,0,0,0,0,2013
YOU DON'T KNOW JACK Vol. 4 The Ride,0,0,0,0,0,0,2013
YOU DON'T KNOW JACK Vol. 6 The Lost Gold,67,5,6.1,7,5.7,66.26315789,2013
Ys I & II Chronicles+,0,3,7.2,30,6,72,2013
Z3TA+ 2,0,0,0,0,0,0,2013
