"year","title","tags","description"
2013,"State of Decay","Zombies,Survival,Open World,Action,Post-apocalyptic,RPG,Third Person,Singleplayer,Base Building,Sandbox,Simulation,Exploration,Multiplayer,Adventure,Horror,Third-Person Shooter,Survival Horror,Atmospheric,Co-op,Indie",",About This Game,The end is here Life as you knew it has gone to hell after the mother of all zombie outbreaks Now you and the few scattered survivors must band together to survive and rebuild in a 3rd-person action game set in a dynamic open world You choose where to make your stand, designing and fortifying your home base, performing daring raids for food and ammunition, and rescuing other playable survivors with unique talents"
2013,"Race The Sun","Racing,Indie,Singleplayer,Fast-Paced,Action,Minimalist,Arcade,Sci-fi,Difficult,Casual,Controller,Kickstarter,VR,Great Soundtrack,Perma Death,Flight,Atmospheric,Runner,Addictive,Level Editor",",About This Game,You are a solar craft The sun is your death timer Hurtle towards the sunset at breakneck speed in a futile race against time Delay the inevitable by catching energy boosts which reverse the setting sun - if only for a momentRace The Sun is inspired by arcade games of the past with a focus on highscores, short game sessions, and a sense of pure fun mingled with a nerve-wracking tension The rules are simple don't crash, stay in the light, and don't slow down!Key FeaturesRace at insane speeds through an infinite procedural world that changes every dayComplete objectives to unlock upgrades and level-up your ship (25 levels)Customize your ship with attachments like faster turning and decalsBuilt-in editor that allows you to create your own endless worlds""World portals"" that transport you to user-created worldsUnlockable ultra-hard world called ApocalypseNote VR Support is currently Windows only"
2013,"Baldur's Gate II: Enhanced Edition","RPG,Classic,Fantasy,Isometric,Party-Based RPG,Real-Time with Pause,Strategy,Dungeons & Dragons,Story Rich,CRPG,Singleplayer,Masterpiece,Adventure,Character Customization,Magic,Multiplayer,Atmospheric,Remake,Old School,Romance",",About This Game,Kidnapped Imprisoned Tortured The wizard Irenicus holds you captive in his stronghold, attempting to strip you of the powers that are your birthright Can you resist the evil in your blood and forsake the dark destiny that awaits you? Or will you embrace your monstrous nature and ascend to godhood as the new Lord of Murder? Continue a journey started in Baldur’s Gate Enhanced Edition or create an entirely new character in this isometric Dungeons & Dragons roleplaying game Running on an upgraded and improved version of the Infinity Engine, Baldur’s Gate II Enhanced Edition includes the original Shadows of Amn adventure, the Throne of Bhaal expansion, and all-new content including four new party membersKey FeaturesThe original Shadows of Amn adventureThrone of Bhaal expansionNew Adventure The Black Pits II Gladiators of ThayNew Characters The Blackguard Dorn Il-Khan, Neera the Wild Mage, Rasaad yn Bashir the Monk, and Hexxat the ThiefNative support for high-resolution widescreen displaysImproved multiplayer support with connectivity between all platformsHundreds of bug fixes and improvements to the original gameNote All translations are text only Voice-overs are played in English"
2013,"Teleglitch: Die More Edition","Rogue-like,Indie,Top-Down Shooter,Difficult,Action,Perma Death,Singleplayer,Sci-fi,Top-Down,Rogue-lite,Pixel Graphics,Procedural Generation,Crafting,Survival Horror,Survival,Retro,Shooter,Horror,Atmospheric,2D",",About This Game,In a cold, dark future dominated by mega-corporations, a small lonely planet on the edge of habitable space is the site of a shadowy research facility specializing in necrotic tissue reactivation You are a scientist who has suddenly awoken to the realization that you are the lone survivor The rest of the facility’s personnel have all been killed – micro-chipped and reactivated as combatants by the facility’s central processing AI Teleglitch Die More Edition is a roguelike top-down shooter with retro pixel graphics Featuring procedurally generated maps that change with each play through, you will never experience the same facility twice  Clutch your gun, walk down the dark corridors and enter each new room hoping those last few rounds of ammunition will be enough Feel the anxiety, the paranoia and the sheer terror of TeleglitchKey Features Over 20 types of enemies to combat More than 40 types of weapons and items 10 levels that radically change their structure every time you play 10+ hours of play time (it gets harder the further you get) Detailed database with full dossiers of each monster Scavenge random equipment to craft new and deadly gear like The Can Gun (empty can + nails + explosives) A sinister narrative filled with greedy military corporations covert experiments The risk of permanent death creates an atmosphere of fear and dread The Die More Edition features 5 bonus levels Additional items and weapons Upgraded and more deadly enemy AI Expanded dossiers and lore content"
2013,"LEGO Marvel Super Heroes","LEGO,Open World,Superhero,Adventure,Action,Local Co-Op,Comedy,Family Friendly,Funny,Comic Book,Singleplayer,Co-op,Third Person,Local Multiplayer,Split Screen,Multiplayer,Casual,Puzzle,Sandbox,Platformer",",About This Game,LEGO® Marvel™ Super Heroes features an original story crossing the entire Marvel Universe Players take control of Iron Man, Spider-Man, the Hulk, Captain America, Wolverine and many more Marvel characters as they unite to stop Loki and a host of other Marvel villains from assembling a super-weapon capable of destroying the world Players will chase down Cosmic Bricks as they travel across LEGO Manhattan and visit key locations from the Marvel Universe, such as Stark Tower, Asteroid M, a Hydra base and the X-MansionSmash, swing  and fly in the first LEGO videogame featuring more than 100 of your favorite Super Heroes and Super Villains from the Marvel Universe, including  Iron Man, Wolverine, the Hulk, Spider-Man, Captain America, Black Widow, Loki and DeadpoolHelp save Earth as your favorite Marvel character with your super-cool strengths and abilities  Iron Man flies, hovers, shoots missiles and unleashes a powerful unibeam directly from his chestSpider-Man shoots webs, uses his spider-senses to spot objects invisible to others, crawls up walls and, of course, web-slings Captain America throws his mighty shield at objects and enemies, embeds it into a wall to create a platform, and protects himself from damage Hulk smashes!Perform new and powerful moves as “BIG-fig” characters like Hulk and Abomination  Leave a path of destruction as you smash through LEGO walls and throw cars using hyper strengthDiscover LEGO Manhattan like never before, and travel to iconic locations from the Marvel Universe, such as the X-Mansion, Asteroid M and AsgardCreate unique Super Heroes with customizable charactersEnjoy an exciting original story, filled with classic LEGO videogame adventure and humor"
2013,"Baldur's Gate: Enhanced Edition","RPG,Fantasy,Classic,Isometric,Party-Based RPG,Real-Time with Pause,Singleplayer,Strategy,Dungeons & Dragons,CRPG,Co-op,Story Rich,Character Customization,Adventure,Multiplayer,Online Co-Op,Remake,Magic,Atmospheric,Female Protagonist",",About This Game,Forced to leave your home under mysterious circumstances, you find yourself drawn into a conflict that has the Sword Coast on the brink of war Soon you discover there are other forces at work, far more sinister than you could ever imagineSince its original release in 1998, Baldur’s Gate has set the standard for Dungeons & Dragons computer roleplaying games Customize your hero, recruit a party of brave allies, and explore the Sword Coast in your search for adventure, profit… and the truthRunning on an upgraded and improved version of the Infinity Engine, Baldur’s Gate Enhanced Edition includes the original Baldur’s Gate adventure, the Tales of the Sword Coast expansion, and all-new content including three new party membersKey FeaturesThe original Baldur’s Gate adventureTales of the Sword Coast expansionNew Adventure The Black PitsNew Characters The Blackguard Dorn Il-Khan, Neera the Wild Mage, and Rasaad yn Bashir the MonkNew player character voice setsNative support for high-resolution widescreen displaysOver 400 improvements to the original gameImproved multiplayer support with connectivity between all platforms"
2013,"Resident Evil Revelations / Biohazard Revelations",NA,NA
2013,"Poker Night 2","Card Game,Casual,Comedy,Singleplayer,Gambling,Funny,Sports,Strategy,Point & Click,Atmospheric,Board Game,Simulation,Controller",",About This Game,The chips are down and the ante is up in this sentence already bursting with poker clichés! Take the fifth seat in Poker Night 2, at a table featuring Claptrap (Borderlands 2), Brock Samson (The Venture Bros), Ash (Army of Darkness) and Sam (Sam and Max series) Play to unlock new Team Fortress 2 items and win unique skins and heads for Borderlands 2! Your dealer is GLaDOS (Portal series), but at no point will you be considered as a candidate for a visit to Aperture Science’s Enrichment Center Unless you loseKey Features Play to win exclusive and unique item unlocks that you can show off in TF2 and Borderlands 2!  Listen to your new poker buddies’ hilarious banter discussing life, Rusty Venture’s underwear and other amusing anecdotes! Unlock in-game bounties including themed tables, chips, cards and more awesome items! Play either Texas Hold ‘em or the slightly less popular Omaha Hold ‘em No one knows why it’s less popular Omaha is a great place"
2013,"Reus","God Game,Strategy,Indie,Simulation,Singleplayer,Sandbox,Casual,2D,Puzzle,Replay Value,Resource Management,Fantasy,Addictive,Relaxing,Family Friendly,Great Soundtrack,Multiplayer",",About This Game,In Reus, you control powerful giants that help you shape the planet to your will You can create mountains, oceans, forests and more Enrich your planet with plants, minerals and animal life There is only one thing on the planet that you do not control mankind, with all their virtues and and all their vices You can shape their world, but not their will Provide for them and they may thrive Give them too much, and their greed may gain the upper handKey FeaturesControl four mighty giants, each with their own unique abilities Terra-form the planet to your will, experiment with different terrain types A complex system of upgrades and synergies allows for endless styles of play Observe humanity, let your giants praise or punish them Enjoy an interesting art style and a strong soundtrack Enrich the planet with over 100 plants, animals and minerals Unlock new content by helping humanity achieve numerous developments"
2013,"The Bridge","Puzzle,Indie,Casual,Surreal,Platformer,Hand-drawn,Singleplayer,Strategy,2D,Atmospheric,Physics,Difficult,Adventure,Puzzle-Platformer,Controller,Beautiful,Logic,Dark,Touch-Friendly,Abstract",",About This Game,The Bridge is a logic puzzle game that forces you to reevaluate your preconceptions of physics and perspective It is Isaac Newton meets M C Escher Manipulate gravity to redefine the ceiling as the floor while venturing through impossible architectures Explore increasingly difficult worlds, each uniquely detailed and designed to leave you with a pronounced sense of intellectual accomplishment The Bridge exemplifies games as an art form, with beautifully hand-drawn art in the style of a black-and-white lithographKey Features 48 thought-provoking puzzles, each unique from the rest, all requiring an innovative solution Gravity manipulations, gravitational vortexes, parallel dimensions, and many more mind-bending concepts in a world where the laws of physics are not what they seem M C Escher-esque worlds with impossible architecture set in the style of beautifully hand-drawn black-and-white lithographic art An alternate version of the game unlocked after the main storyline has been completed, including challenging alternate versions of each of the 24 main puzzles, along with an alternate ending A time-backtracking system to alleviate any fears of making a mistake"
2013,"Worms Clan Wars","Strategy,Multiplayer,Turn-Based,Funny,Comedy,Local Co-Op,2D,Action,Singleplayer,2.5D",",About This Game,Worms™ Clan Wars brings friends and families together in the noble pursuit of self‐improvement, world domination and exploding sheepWorms™ Clan Wars is the biggest and best Worms™ game to date - more worms, larger landscapes, more dynamic water, more weapons and more customisation items than ever before  Worms™ Clan Wars is designed to take full advantage of next gen PC hardware It features beautiful high definition 3D visuals (but still retains the classic 2D gameplay) with new lighting effects, new features to help users interact socially, exciting additions to improve the single player experience, and more of everything a Worms fan could wantForm Clans, Take On The WorldJoin together with friends and other Worms™ Clan Wars players to form a fearsome team; name your clan, design your own emblem, promote other players to act as leaders and officers Enter your clan into the league and fight together to make your mark on the leaderboards Nobody wants an empty trophy cabinet!Keep in touch with friends and foes alike using WormNET, the game’s own lobby and chat system Each clan has its own chat channel, and a number of other channels cater for a variety of hardcore gaming tastes! Jump online to hang out, chat, recruit new members or find gamesStay connected with the game when on the road with a mobile companion application (web, iOS and Android) This is the best online multiplayer Worms™ ever!Slick Single Player Gameplay TooStory Mode’ adds a ton of variety by introducing physics based contraptions for the first time ever A plethora of interesting machinery spices up the gameplay, and makes solo Worms™ much more fun! The single‐player game isn’t only about dealing death and destruction, it’s also about negotiating tricky swinging rope bridges and rescuing friendlies from death defying traps! The player spends much more time playing, and much less time waiting for their AI opponent to take a shotGet Busy With Steam WorkshopFancy yourself as the artistic type? Steam Workshop integration allows you to get creative! Now you can make your worms wear exactly the outfits that you want them to Import your own 3D objects and textures into the game using a separate tool You can model hats, glasses, moustaches, trinkets and gravestones for your worms You can also design your own landscapes! Proud of your creations? You can share them online, thanks to Steam Workshop!Worms™ Clan Wars is the most fully featured version of Worms™ yet! The game hardcore fans have been craving!New Clan SupportNew Multiplayer Clan LeaguesNew Clan Emblem EditorNew Companion App for iOS/Android/WebNew Steam Workshop Support Create your own customisation items, design your own landscapes and then share them with Steam WorkshopNew Day to Night Lighting TransitionsNew Physics Based ‘Contraptions’Landscape EditorOver 200 individual customisation items for the worms65 Weapons and Utilities including 10 outrageous new items Mega Mortar, Gravedigger, Winged Monkey, Oxygen, Worm Charm, Bovine Blitz, Whoopsie Cushion, Teleport Raygun, Aqua Pack and The Equiliser4 Improved Worm Classes including new special abilities5 Environments Inca, Viking, Feudal Japan, Industrial Revolution and PrehistoricMultiplayer Deathmatch and Fort modes25 Single Player story missions10 ‘Worm‐Ops’ time attack missions30% Larger Landscapes (Biggest Ever!)"
2013,"The Incredible Adventures of Van Helsing","RPG,Hack and Slash,Action RPG,Action,Adventure,Indie,Fantasy,Co-op,Steampunk,Loot,Dungeon Crawler,Multiplayer,Singleplayer,Gothic,Funny,Isometric,Dark Fantasy,Magic,Vampire,Based On A Novel",",About This Game,Put on your wide-brimmed hat, grab your weapons and embark on an incredible adventure in the gothic-noir world of Borgovia, where mad science threatens the fragile peace between monster and mortal Be Van Helsing, monster-hunter extraordinaire and save the day with your charming and beautiful companion, Lady Katarina (who happens to be a ghost, by the way) Explore the savage wilderness in the mountains and the soot-stained brick districts of a grim metropolis twisted by weird science, and don’t forget you might never know who the real monsters are!Main FeaturesEnter a memorable gothic-noir universe filled with monsters, magic and weird sciencePlay through a refreshingly unique story, spiced up with wry humor and snappy dialogueFight fierce battles against supernatural foes with diverse skills and abilitiesUse the special abilities and tailor the skills of your remarkable followerCustomize your character through a detailed level-up system where you decide which skills and abilities you’ll need for the huntModify your skills on the spot with a unique power-up systemLearn the secrets of mystical alchemy and forge powerful itemsBuild and develop your hideout and place traps to defend it from waves of terrible monstersBecome the greatest monster slayer of all time while playing a cooperative multiplayer monster hunt up to four players"
2013,"Cities in Motion 2","Simulation,Strategy,Management,City Builder,Sandbox,Economy,Building,Singleplayer,Multiplayer,Trains,Co-op",",About This Game,Cities in Motion 2 is the sequel to the popular mass transit simulation game Cities in Motion Build, manage and lead your transportation network to provide cities with their ever changing needs CIM2 introduces new features including multiplayer game modes, day and night cycles, timetables and dynamic cities Building the transportation network will directly affect how the city grows Affordable transportation brings middle class housing and work places, while more expensive and exotic choices bring high end businesses Take advantage of many different types of vehicles including buses, trams, ferries and moreBuild alone or play cooperatively with a friend Use the newly implemented bus lanes to build efficient traffic free roadways Tackle rush hour by managing transportation timetables and meeting the needs of the citizensKey FeaturesDynamic citiesPlayer’s choices effect city growthDay and night cycleManage the timetables Multiplayer with both co-operative and competitive modesCampaign and sandbox modes"
2013,"Hammerwatch","Indie,Dungeon Crawler,RPG,Co-op,Pixel Graphics,Action,Local Co-Op,Online Co-Op,Adventure,Retro,Hack and Slash,Multiplayer,Fantasy,2D,4 Player Local,Top-Down,Singleplayer,Rogue-like,Local Multiplayer,Level Editor",",About This Game,A hack and slash action adventure, set in a fantasy pixel art environment Play solo or co-op in this adventure from bottom to top of Castle Hammerwatch Kill hordes of enemies with varied looks and features through four unique environments with traps, hidden secrets and puzzlesKey Features6 different classes, with unique features and skillsCharacter development through unlocks and upgradesHard, medium and easy of courseCustomize difficulty with several different modifiersController support, supports various different gamepadsMultiplayer COOP, for up to four players, online, LAN and localPC, MAC and Linux supportMod and editing support, make your own levels and change other things to your liking"
2013,"Democracy 3","Simulation,Politics,Strategy,Indie,Turn-Based,Singleplayer,Political,Economy,Sandbox,Management,Moddable,Difficult,2D,Turn-Based Strategy,Casual,Education,Sequel,Funny",",About This Game,Have you ever wanted to be president? or prime-minister? Convinced you could do a better job of running the country? Let's face it, you could hardly do a worse job than our current political leadersCrime, Unemployment, National Debt, Terrorism, Climate ChangeHave you got the answers to the problems that face western industrialized nations? Here is your chance to find outAn entire virtual countryDemocracy 3 simulates the motivations, loyalties and desires of everyone in the country A custom-designed neural network is used to model individual voters, each which varying memberships of voting groups, political parties and pressure groups Each voters income is modeled, along with their levels of complacency and cynicism This is the most sophisticated political strategy game ever createdUnique user interfaceDespite being vastly detailed under-the-hood, Democracy 3 has a unique user interface that makes visualizing the connections between laws, policies, voters and situations easy A simple iconic-based view of your countries issues allows you to 'drill-down' through all the relationships between policies and voters to quickly analyze the impacts of your decisions Your trade policy may affect GDP, which will affect unemployment, which will effect poverty, and thus crime, leading to a change in tourism, which affects GDPComplex simulated votersEach individual voter is a mixture of a subset of the 21 different voter groups represented within the game They might be a young, wealthy, liberal socialist commuter, or a retired conservative religious capitalist, for example Not only this, but the extent to which they identify each of those groups is both variable, and can be affected by your policies in the long term Convert your country to religion, or atheism, to capitalism, or socialism by careful and nuanced adjustment of your policies and laws over time A 'focus group' feature lets you look at individual voters and see exactly how they came to a decision to vote for you (or not!)Read the reviews!http//wwwpcgamercom/2013/09/18/democracy-3-hands-on-losing-elections-with-land-mines-in-a-complex-politics-sim/http//wwwrockpapershotguncom/2013/10/07/greatest-britain-democracy-3-hands-on/http//indiestatikcom/2013/10/09/kill-your-starry-eyed-romanticism-in-real-time-with-democracy-3/http//wwwjumptogamercom/reviews/democracy-3-review/http//wwwkernelmagcom/reviews/game-review/6167/democracy-3/http//fronttowardsgamercom/2013/10/28/democracy-3-review-pc/http//tiger-gamingorg/democracy-3/http//wwwbagofgamescom/2013/10/democracy-3-review/http//wwwsoftpediacom/reviews/games/pc/Democracy-3-Review-393388shtmlhttp//wwwn4gtvcom/threads/democracy-3-review592/ and lots moreMod SupportDemocracy 3 is very configurable and trivial to mod It also has steam workshop support, for easy installation and browsing of modded content Want to mod the game yourself? no problem, you need zero coding experience, just a spreadsheet program or a text editor, and we have a full comprehensive modding guide available herehttp//wwwpositechcouk/democracy3/moddinghtmlModders can easily edit the policies, add new ones, change the way objects affect others, create entirely new countries, situations and even re-write the entire economic and political model Everything is editable and accessibleCoded by a single developer Democracy 3 is the work of a single developer, Cliff Harris from the UK, an indie games veteran who has been making games since 1997 and programming since he was 11 years old Cliff gets some 'help' from his cats, but frankly not much"
2013,"Remember Me",NA,NA
2013,"Sacred Citadel","Action,Beat 'em up,Local Co-Op,Co-op,Side Scroller,Platformer,Online Co-Op,Multiplayer,Arcade,Fighting,Local Multiplayer,RPG,2D,Controller,Fantasy,Hack and Slash,Indie,Singleplayer",",About This Game,Sharpen your axe, string your bow, brew your potions!  Ancaria needs heroes like you Grab your friends to join the resistance!The once peaceful land of Ancaria is in grave danger The evil Ashen empire has enslaved its population and is using the orc-like Grimmoc to wipe out the Seraphim, who swore to protect it In order to defeat the  empire you will have to prove yourself as a warrior by riding terrifying mounts, acquiring earth shattering skills and looting  powerful weapons and valuable treasures Grab your friends and join the resistance!Key FeaturesBattle it out with up to 3 player co-opTake charge of 1 of 4 unique playable character classes with their own set of skillsExplore the vast world of AncariaRide thumping mounts and use devastating war-machinesTons of loot!Define your own fighting style with different weapon combinations"
2013,"World War II: Panzer Claws","Strategy,World War II,RTS",",About This Game,WORLD WAR II PANZER CLAWS [aka Frontline Attack War over Europe] pushes back the boundaries of real-time strategy gaming!Take control of the Allied, German, or the Russian in the harsh reality of the battlefields of World War II At your disposal are a vast number of vehicles and tanks, as well as ground troops and the ability to call in air forces when needed All these elements must be used in order to obtain the ultimate prize Victory!PANZER CLAWS II In 1940, France fell beneath the dark tide of war During the early days of the occupation, the French government capitulated, and formed a collaborationist state While the country was under enemy control, resistance fighters took to the hills, and back alleys These brave souls began mobilizing for a fight against their occupiers, and mis-directed government officials Panzer Claws II offer the player the choice between one of the four sides in the conflicts the Germans, the Russians or the Allies and the French ResistanceIncludes both parts Panzer Claws I + II!FEATURES3D maps enhance the gameplay experienceFour campaigns with over 40 missions on the four sides in the conflicts the Germans, the Russians or the Allies and the French ResistanceTrue to history, the campaign missions take place in various seasons of the year, greatly affecting your strategiesTrue real-time night and day will occur during your missions, changing light and visibility15 extra missions to play in Skirmish mode, 8-player Multiplayer over LAN and EarthNet™The easy-to-use editor allows you to create your own missions to play single-player or multiplayer"
2013,"Guardians of Middle-earth",NA,NA
2013,"Blockland","Sandbox,Building,Multiplayer,LEGO,Action,Open World,Indie,Moddable,First-Person,Funny,Adventure,FPS,Co-op,Singleplayer,Third Person,Shooter,Racing,Zombies,RPG,Horror",",About This Game,Blockland is a non-linear sandbox game with no set goals, giving players the freedom to design and construct elaborate structures Styled as a tiny minifigure, players build inside of the virtual world using bricks reminiscent of toy blocks These structures can be built in either a single-player or multiplayer (either online or through a local area network) setting"
2013,"Bloody Trapland","Platformer,Co-op,Indie,Multiplayer,Difficult,Action,Adventure,Local Co-Op,Gore,Local Multiplayer,Blood,2D,Casual,Online Co-Op,4 Player Local,Singleplayer,Pixel Graphics,Funny,Cute,Great Soundtrack",",About This Game,Bloody Trapland is a fast-paced multiplayer platformer where the levels are filled with dozens of dangerous traps and tricky jumps that stand in your way!Play co-op with your friends or take on the challenges on your own With support for up to 4 players at once, local and/or online100+ levels1-4 PlayersOnline Multiplayer Level Editor, Share and play your creations with friendsThree different game modesco-op only and secret areasOnline scoreboard4 playable charactersUnique soundtrackHours and hours of gametimeThis is a challenging, yet simple game that anyone can enjoy, whether you're a casual or a hardcore gamerETA Early 2019https//storesteampoweredcom/app/579840/Bloody_Trapland_2_Curiosity/?snr=1_5_1100__1100"
2013,"Kingdom Wars","Strategy,Free to Play,RTS,Massively Multiplayer,RPG,Building,Medieval,Indie,Fantasy,Multiplayer,Simulation,City Builder,Co-op,Singleplayer,MMORPG,War,Action,Sandbox,Online Co-Op",",About This Game,Kingdom Wars is a free to play 3D MMORTS with real-time siege combat, without the pay to win element so common in the genre  Having evolved from Dawn of Fantasy Kingdom Wars this strategy game offers lively online world, where players gather resources, construct majestic towns, and impregnable strongholds, direct citizens, complete quests in the service of mighty nobles and fiendish rogues, and eventually manage a global empire All within an online realm that grows, works, lives, and breathes even when you log off All this in glorious 3d world with stunning level of detail and epic scale - with vibrant towns and thousand strong armies And of-course let’s not forget the glorious siege battles all in real-time! Developed by Reverie World Studios, Kingdom Wars is the result of several years of hard work by a new Toronto based studio, with members all over the worldFeaturesInnovative MMORTS ApproachWage war with neighboring regions or complete countless hours of quests as you unveil the dark secrets of Terria while managing a persistent kingdom and economy with thousands of other players Socialize, trade, forge alliances and - best of all - battle against other players across the world, defeat their armies, and burn their towns!Not Pay to WinWith Kingdom Wars free to play release our goal was to create a game of skill, not bigger wallets We have followed player suggestions and tried to avoid the common pay2win traps In Kingdom Wars majority of micro-transaction only effect cosmetic changes or unlock bonus content, that does not effect game progress and player interaction All the other options are limited to one time use, to prevent anyone gaining unfair advantageMultiple Games ModesTwo additional singleplayer modes - including open-ended Campaign mode, and content-packed single-player Skirmish mode with both Lay Siege and Castle Defense maps - guaranteed to satisfy players of various tastes and gameplay stylesStunning Siege CombatUser-friendly Siege-oriented gameplay adds a whole new dimension to the battlefield as you ram the enemy gate, scale the walls, and place automated defensive systems, such as stone tippers, boiling oil, and wall-mounted catapultsThree Distinct Races & Styles of GameplayKingdom Wars features three distinct civilizations Elves, Orcs and Men, presenting a unique approach to these iconic races with three distinct styles of gameplay Each race is complete with its own lore, language, world region and terrain, dozens of distinct units and buildings, hundreds of unique technologies, and each even has a different approach to economy and building styleFully 3D Dynamic World MapTravel the MMORTS world using a beautifully-designed 3D World Map featuring scale replicas of all the NPC strongholds, quest areas, and the player's homelandOriginal Base Building ApproachEach player’s Stronghold features hundreds of buildings that look and behave like a City-Simulation game, but without any micro-management, giving the player more time to spend on the battlefield In addition each race offers a different approach to building strongholdsComplex Economic Model with Corpse LootingCombines the complexity of nearly a dozen gathering possibilities, different for each race, with automated simplicity, allowing players the options to micromanage their economy, or leave it to run itself in times of warRealistic Weather and Season ChangeThe gaming world comes alive as you build and battle during winter or summer months, as you push your armies through heavy rain or snow storms Your economy significantly changes from summer to winter, when different strategic options are available during different times of day and severe weather makes certain units useless"
2013,"THE KING OF FIGHTERS XIII STEAM EDITION","Fighting,2D Fighter,Arcade,Action,Competitive,Anime,Local Multiplayer,Multiplayer,2D,Great Soundtrack,Controller,Beat 'em up,Singleplayer,Classic,Female Protagonist",",About This Game,“THE KING OF FIGHTERS XIII”, SNK PLAYMORE’s flagship 2D versus fighting title returns in an ultimate version on Steam!!The many features exclusive to the console version of the game, such as the ONLINE Mode that allows you to enjoy smooth online versus matches with rivals from around the world, the Tutorial Mode which can be enjoyed by KOF novice players, and the Story Mode which features several exclusive episodes  in a Visual Novel format, have been improved are still available in “THE KING OF FIGHTERS XIII Steam Edition”!In addition, ""Iori with the Power of Flames”, “NESTS Style Kyo”, and “Mr Karate"" DLC characters are now playable from the start, for a total roster of 36 characters! The time has come to face rivals worldwide!MAIN FEATURES・3-ON-3 TEAM BATTLEChoose a default team of 3 characters or make your own team by picking up 3 characters of your choice, and fight against teams until victory! Develop your own team strategy by choosing the best characters for you!・STORY：In this mode, you will experience a variety of background stories not touched upon in the game’s original Arcade Version Discover the truth about KOF’s “Ash Saga” and its secrets through the eyes of the main character, Ash Crimson, and other characters who were not directly participating in the tournament Your decisions and battle results may lead you to discovering new story elements; try out all the different options and every scene!・NETWORK""THE KING OF FIGHTERS XIII Steam Edition"" now features vastly improved netcode that will provide you with the most comfortable online experience yet! The new netcode features improved communication speeds between you and your opponent, and also tailors your online experience according to your PC environment!“THE KING OF FIGHTERS XIII Steam Edition” features three different types of ONLINE VERSUS Matches, allowing players to challenge other rivals worldwide in endless and intense battles ‐ “Ranked Match” fight under specified regulations, and your results will be reflected in the rankings-“Player Match” playing in this mode will not affect your results You can fight against others casually-“Friend Match” invite online players and challenge them through this mode for heated competition!・MISSIONTackle three different kinds of missions in this mode, and improve your skills!-“TIME ATTACK” Defeat all CPU opponents in the shortest time you can-“SURVIVAL” Select a character and fight your way through as many CPU opponents as you can-“TRIAL” In this mode, each character has 10 tasks, which mainly focus on combos By the time you complete all 10 tasks, you will have mastered some combos for that character・TUTORIALRose Bernstein, hostess of the tournament, will teach you the basic techniques as well as explain the gauges and their uses First time KOF players should start here to get used to the game・CUSTOMIZEThis mode allows you to edit your online profile and change character color palette You can create a team to use online, add icons collected while playing, or enter a preset message that you want to use in your profile For each character, you can make up to five custom color patterns Show off your personality on the worldwide stage!・OPTIONA “GRAPHICS OPTION” feature, allowing the players to switch between different frame rates and simplify backgrounds, has been newly added"
2013,"Worms Armageddon","Strategy,Multiplayer,Classic,Turn-Based,Turn-Based Strategy,2D,Funny,Comedy,Local Multiplayer,Physics,Co-op,Singleplayer,Action,Platformer,Local Co-Op,Adventure,1990's",",About This Game,Those intrepid invertebrates return with a vengeance in the much-loved Worms™ Armageddon It’s a whole new can of worms! It’s hilarious fun that you can enjoy on your own or with all your friends Use over 55 weird and wonderful weapons and tools including Earthquake, Freeze and French Sheep StrikePlay single-player Deathmatch plus an exciting 40+ mission campaignLearn tactics using five special training modes including Sheep Racing, Crazy Crates and Advanced Weapon TrainingOver 30 custom and comedy sound banks (including stiff upper lip, Cyberworms and more)New for multi-player mode Handicapping (add or deduct energy for a team), Allied Teams (team up with others to target another player), ‘Worms Disease’, Home Runs and many, many more "
2013,"Magic 2014 �X Duels of the Planeswalkers","Card Game,Strategy,Trading Card Game,Turn-Based,Multiplayer,Fantasy,Singleplayer,Magic,Board Game,Co-op,Turn-Based Strategy",",About This Game,Ignite your spark with Magic 2014 — Duels of the Planeswalkers!    With over 12 million fans, discover what makes Magic The Gathering the world’s premier trading card gameBecome a Planeswalker and travel the planes of existence unleashing a torrent of spells and creatures to devastate your opponents Prove yourself in combat against Chandra Nalaar—a fiercely independent Planeswalker with an affinity for fire and quick temper—then battle your way through the planes to face the mysterious villain trying to pull Chandra’s stringsExplore the rich storyline of Magic 2014 and fire up your gameThe best way to learn to play Magic A detailed tutorial makes it easy to get startedDeck building Open virtual booster packs of Magic cards to build decks and battle in single-player and multiplayer modesHours of game play Discover 10 new decks, each with many new cards to unlock, plus campaigns to complete, encounters to overcome, and challenges to decipherKey Features10 decks; each with cards to unlock250+ cards unlockable through gameplaySingle player Campaign across the planes of Shandalar, Ravnica, Alara, Innistrad and Zendikar; plus 11 revenge matches 4 Deadly opponents, including the Planeswalker Chandra NalaarMultiplayer modes; including Two-Headed giant and custom gamesSealed Play Mode; introduces deck building 10 puzzling challenges"
