Tag1,Tag2,value
lemmings,card game,0
level editor,card game,0
linear,card game,0
local co-op,card game,0
logic,card game,0
loot,card game,0
lore-rich,card game,0
lovecraftian,card game,0
magic,card game,0.007042254
management,card game,0
mars,card game,0
martial arts,card game,0
masterpiece,card game,0
match 3,card game,0.022222222
mature,card game,0
mechs,card game,0
medieval,card game,0
metroidvania,card game,0
military,card game,0
minigames,card game,0
minimalist,card game,0
mining,card game,0
mmorpg,card game,0
moba,card game,0
mod,card game,0
moddable,card game,0
modern,card game,0
mouse only,card game,0
movie,card game,0
multiple endings,card game,0
music,card game,0
music-based procedural generation,card game,0
mystery,card game,0
mythology,card game,0
narration,card game,0
naval,card game,0
ninja,card game,0
noir,card game,0
nonlinear,card game,0
nsfw,card game,0
nudity,card game,0
offroad,card game,0
old school,card game,0
on-rails shooter,card game,0
online co-op,card game,0
open world,card game,0
otome,card game,0
parkour,card game,0
parody ,card game,0
party-based rpg,card game,0
perma death,card game,0
philisophical,card game,0
photo editing,card game,0
physics,card game,0
pinball,card game,0
pirates,card game,0
platformer,card game,0
point & click,card game,0
political,card game,0
politics,card game,0
pool,card game,0
post-apocalyptic,card game,0
procedural generation,card game,0
programming,card game,0
psychedelic,card game,0
psychological,card game,0
psychological horror,card game,0
puzzle,card game,0.001059883
puzzle-platformer,card game,0
pve,card game,0
pvp,card game,0
quick-time events,card game,0
racing,card game,0
real time tactics,card game,0
real-time,card game,0
real-time with pause,card game,0
realistic,card game,0
relaxing,card game,0
resource management,card game,0
retro,card game,0
rhythm,card game,0
robots,card game,0
rogue-like,card game,0
rogue-lite,card game,0
romance,card game,0
rome,card game,0
rpg,card game,0.00192604
rpgmaker,card game,0.009009009
rts,card game,0
runner,card game,0
sailing,card game,0
sandbox,card game,0
satire,card game,0
sci-fi,card game,0
science,card game,0
score attack,card game,0
sequel,card game,0
sexual content,card game,0
shoot 'em up,card game,0
shooter,card game,0
short,card game,0
side scroller,card game,0
silent protagonist,card game,0
simulation,card game,0
sniper,card game,0
soccer,card game,0
software,card game,0
software training,card game,0
sokoban,card game,0
souls-like,card game,0
space,card game,0
space sim,card game,0
spectacle fighter,card game,0
spelling,card game,0
split screen,card game,0
sports,card game,0.004329004
star wars,card game,0
stealth,card game,0
steam machine,card game,0
steampunk,card game,0
story rich,card game,0
strategy,card game,0.006181645
strategy rpg,card game,0
stylized,card game,0
superhero,card game,0
supernatural,card game,0
surreal,card game,0
survival,card game,0
survival horror,card game,0
swordplay,card game,0
tactical,card game,0
tactical rpg,card game,0
tanks,card game,0
team-based,card game,0
text-based,card game,0
third person,card game,0
third-person shooter,card game,0
thriller,card game,0
time attack,card game,0
time management,card game,0
time manipulation,card game,0
time travel,card game,0
top-down,card game,0
top-down shooter,card game,0
touch-friendly,card game,0.017857143
tower defense,card game,0.007968127
trackir,card game,0
trading,card game,0
trading card game,card game,0.04
trains,card game,0.025
transhumanism,card game,0
turn-based,card game,0.004043127
turn-based combat,card game,0
turn-based strategy,card game,0.003012048
turn-based tactics,card game,0
twin stick shooter,card game,0
typing,card game,0
underground,card game,0
underwater,card game,0
unforgiving,card game,0
utilities,card game,0
vampire,card game,0
video production,card game,0
villain protagonist,card game,0
violent,card game,0
visual novel,card game,0
voice control,card game,0
voxel,card game,0
walking simulator,card game,0
war,card game,0
wargame,card game,0
warhammer 40k,card game,0
web publishing,card game,0
werewolves,card game,0
western,card game,0
word game,card game,0
world war i,card game,0
world war ii,card game,0
wrestling,card game,0
zombies,card game,0.004246285
2d fighter,cartoony,0
3d platformer,cartoony,0
4x,cartoony,0
6dof,cartoony,0
abstract,cartoony,0.012345679
action,cartoony,0.002340234
action rpg,cartoony,0
action-adventure,cartoony,0.015625
addictive,cartoony,0
adventure,cartoony,0.00308418
agriculture,cartoony,0
aliens,cartoony,0
alternate history,cartoony,0
america,cartoony,0
animation & modeling,cartoony,0
anime,cartoony,0.001536098
arcade,cartoony,0.001538462
arena shooter,cartoony,0.02
artificial intelligence,cartoony,0
assassin,cartoony,0
atmospheric,cartoony,0.005455963
audio production,cartoony,0
base building,cartoony,0
based on a novel,cartoony,0
basketball,cartoony,0
batman,cartoony,0
beat 'em up,cartoony,0
beautiful,cartoony,0
benchmark,cartoony,0
blood,cartoony,0
board game,cartoony,0
building,cartoony,0.002506266
bullet hell,cartoony,0
bullet time,cartoony,0
capitalism,cartoony,0
card game,cartoony,0.012658228
cartoony,cartoony,0.132075472
casual,cartoony,0.008219178
character action game,cartoony,0
character customization,cartoony,0.012738854
chess,cartoony,0
choices matter,cartoony,0.005988024
choose your own adventure,cartoony,0.018691589
cinematic,cartoony,0.019607843
city builder,cartoony,0
class-based,cartoony,0
classic,cartoony,0
co-op,cartoony,0.001923077
co-op campaign,cartoony,0
cold war,cartoony,0
comedy,cartoony,0.007926024
comic book,cartoony,0.011111111
competitive,cartoony,0
conspiracy,cartoony,0
conversation,cartoony,0
crafting,cartoony,0
crime,cartoony,0
crowdfunded,cartoony,0
crpg,cartoony,0
cult classic,cartoony,0
cute,cartoony,0.020477816
cyberpunk,cartoony,0
cycling,cartoony,0
dark comedy,cartoony,0
dark fantasy,cartoony,0
dark humor,cartoony,0
dating sim,cartoony,0
demons,cartoony,0.025
design & illustration,cartoony,0
destruction,cartoony,0
detective,cartoony,0.012096774
difficult,cartoony,0.001153403
dinosaurs,cartoony,0.026315789
diplomacy,cartoony,0
documentary,cartoony,0
dog,cartoony,0
dragons,cartoony,0
drama,cartoony,0
driving,cartoony,0
dungeon crawler,cartoony,0.011428571
dungeons & dragons,cartoony,0
dynamic narration,cartoony,0
dystopian ,cartoony,0
e-sports,cartoony,0
early access,cartoony,0
economy,cartoony,0
education,cartoony,0
emotional,cartoony,0
epic,cartoony,0
episodic,cartoony,0.00862069
experience,cartoony,0
experimental,cartoony,0.011111111
exploration,cartoony,0.006144393
family friendly,cartoony,0.033742331
fantasy,cartoony,0.009693053
fast-paced,cartoony,0.011029412
female protagonist,cartoony,0.007263923
fighting,cartoony,0
first-person,cartoony,0.001818182
fishing,cartoony,0
flight,cartoony,0
fmv,cartoony,0
football,cartoony,0
fps,cartoony,0.002358491
funny,cartoony,0.005865103
futuristic,cartoony,0
gambling,cartoony,0
game development,cartoony,0
gamemaker,cartoony,0
games workshop,cartoony,0
god game,cartoony,0
golf,cartoony,0
gore,cartoony,0.005434783
gothic,cartoony,0
grand strategy,cartoony,0
grid-based movement,cartoony,0
gun customization,cartoony,0.025
hack and slash,cartoony,0
hacking,cartoony,0
hand-drawn,cartoony,0.01010101
heist,cartoony,0
hex grid,cartoony,0
hidden object,cartoony,0.016025641
historical,cartoony,0
horror,cartoony,0.005617978
horses,cartoony,0
hunting,cartoony,0
illuminati,cartoony,0
indie,cartoony,0.004314773
intentionally awkward controls,cartoony,0
interactive fiction,cartoony,0.011235955
inventory management,cartoony,0
investigation,cartoony,0
isometric,cartoony,0
jrpg,cartoony,0.005319149
kickstarter,cartoony,0
lara croft,cartoony,0
lego,cartoony,0
lemmings,cartoony,0
level editor,cartoony,0.006711409
linear,cartoony,0
local co-op,cartoony,0.003853565
logic,cartoony,0
loot,cartoony,0.009009009
lore-rich,cartoony,0
lovecraftian,cartoony,0.018518519
magic,cartoony,0.007042254
management,cartoony,0.004545455
mars,cartoony,0
martial arts,cartoony,0
masterpiece,cartoony,0
match 3,cartoony,0
mature,cartoony,0.011428571
mechs,cartoony,0
medieval,cartoony,0
metroidvania,cartoony,0
military,cartoony,0
minigames,cartoony,0
minimalist,cartoony,0
mining,cartoony,0
mmorpg,cartoony,0.004608295
moba,cartoony,0
mod,cartoony,0
moddable,cartoony,0.004950495
modern,cartoony,0
mouse only,cartoony,0.043478261
movie,cartoony,0
multiple endings,cartoony,0.007575758
music,cartoony,0
music-based procedural generation,cartoony,0
mystery,cartoony,0.015625
mythology,cartoony,0
narration,cartoony,0
naval,cartoony,0
ninja,cartoony,0
noir,cartoony,0.006944444
nonlinear,cartoony,0
nsfw,cartoony,0
nudity,cartoony,0.005714286
offroad,cartoony,0
old school,cartoony,0.008130081
on-rails shooter,cartoony,0
online co-op,cartoony,0.002487562
open world,cartoony,0.002316602
otome,cartoony,0
parkour,cartoony,0
parody ,cartoony,0
party-based rpg,cartoony,0.012658228
perma death,cartoony,0.009345794
philisophical,cartoony,0
photo editing,cartoony,0
physics,cartoony,0.003030303
pinball,cartoony,0
pirates,cartoony,0
platformer,cartoony,0.0024
point & click,cartoony,0.010676157
political,cartoony,0
politics,cartoony,0
pool,cartoony,0
post-apocalyptic,cartoony,0
procedural generation,cartoony,0.01242236
programming,cartoony,0
psychedelic,cartoony,0
psychological,cartoony,0
psychological horror,cartoony,0
puzzle,cartoony,0.004769475
puzzle-platformer,cartoony,0
pve,cartoony,0.024390244
pvp,cartoony,0.004115226
quick-time events,cartoony,0.021276596
racing,cartoony,0
real time tactics,cartoony,0
real-time,cartoony,0
real-time with pause,cartoony,0
realistic,cartoony,0
relaxing,cartoony,0
resource management,cartoony,0
retro,cartoony,0
rhythm,cartoony,0
robots,cartoony,0
rogue-like,cartoony,0.005882353
rogue-lite,cartoony,0.008196721
romance,cartoony,0
rome,cartoony,0
rpg,cartoony,0.00192604
rpgmaker,cartoony,0
rts,cartoony,0.002808989
runner,cartoony,0.023809524
sailing,cartoony,0
sandbox,cartoony,0
satire,cartoony,0
sci-fi,cartoony,0.003033367
science,cartoony,0.033333333
score attack,cartoony,0.016129032
sequel,cartoony,0
sexual content,cartoony,0
shoot 'em up,cartoony,0
shooter,cartoony,0.002396166
short,cartoony,0.005181347
side scroller,cartoony,0.004016064
silent protagonist,cartoony,0
simulation,cartoony,0.001269841
sniper,cartoony,0
soccer,cartoony,0
software,cartoony,0
software training,cartoony,0
sokoban,cartoony,0
souls-like,cartoony,0
space,cartoony,0
space sim,cartoony,0
spectacle fighter,cartoony,0
spelling,cartoony,0
split screen,cartoony,0
sports,cartoony,0
star wars,cartoony,0
stealth,cartoony,0.002222222
steam machine,cartoony,0
steampunk,cartoony,0.005524862
story rich,cartoony,0.006141249
strategy,cartoony,0.002853067
strategy rpg,cartoony,0.045454545
stylized,cartoony,0
superhero,cartoony,0
supernatural,cartoony,0
surreal,cartoony,0
survival,cartoony,0.001231527
survival horror,cartoony,0
swordplay,cartoony,0
tactical,cartoony,0.003311258
tactical rpg,cartoony,0.026315789
tanks,cartoony,0
team-based,cartoony,0
text-based,cartoony,0
third person,cartoony,0.005494505
third-person shooter,cartoony,0.008333333
thriller,cartoony,0
time attack,cartoony,0
time management,cartoony,0
time manipulation,cartoony,0.066666667
time travel,cartoony,0.042553191
top-down,cartoony,0.006493506
top-down shooter,cartoony,0
touch-friendly,cartoony,0
tower defense,cartoony,0.011952191
trackir,cartoony,0
trading,cartoony,0
trading card game,cartoony,0
trains,cartoony,0
transhumanism,cartoony,0
turn-based,cartoony,0.002695418
turn-based combat,cartoony,0.014084507
turn-based strategy,cartoony,0.006024096
turn-based tactics,cartoony,0.025
twin stick shooter,cartoony,0
typing,cartoony,0
underground,cartoony,0
underwater,cartoony,0
unforgiving,cartoony,0
utilities,cartoony,0
vampire,cartoony,0
video production,cartoony,0
villain protagonist,cartoony,0
violent,cartoony,0
visual novel,cartoony,0
voice control,cartoony,0
voxel,cartoony,0
walking simulator,cartoony,0
war,cartoony,0
wargame,cartoony,0
warhammer 40k,cartoony,0
web publishing,cartoony,0
werewolves,cartoony,0
western,cartoony,0
word game,cartoony,0
world war i,cartoony,0
world war ii,cartoony,0
wrestling,cartoony,0
zombies,cartoony,0.002123142
2d fighter,casual,0.024691358
3d platformer,casual,0.03030303
4x,casual,0
6dof,casual,0
abstract,casual,0.012345679
action,casual,0.03150315
action rpg,casual,0.016556291
action-adventure,casual,0.015625
addictive,casual,0.073170732
adventure,casual,0.051886792
agriculture,casual,0.04
aliens,casual,0.030612245
alternate history,casual,0.03125
america,casual,0.053571429
animation & modeling,casual,0.090909091
anime,casual,0.044546851
arcade,casual,0.056923077
arena shooter,casual,0.06
artificial intelligence,casual,0.076923077
assassin,casual,0.010638298
atmospheric,casual,0.028059236
audio production,casual,0
base building,casual,0
based on a novel,casual,0.025
basketball,casual,0
batman,casual,0.034090909
beat 'em up,casual,0.024875622
beautiful,casual,0.068965517
benchmark,casual,0
blood,casual,0.056338028
board game,casual,0.173913043
building,casual,0.060150376
bullet hell,casual,0.032258065
bullet time,casual,0
capitalism,casual,0
card game,casual,0.101265823
cartoony,casual,0.018867925
casual,casual,0.036164384
character action game,casual,0
character customization,casual,0.025477707
chess,casual,0.25
choices matter,casual,0.041916168
choose your own adventure,casual,0.056074766
cinematic,casual,0.019607843
city builder,casual,0.026315789
class-based,casual,0
classic,casual,0.020293123
co-op,casual,0.028205128
co-op campaign,casual,0.166666667
cold war,casual,0.016666667
comedy,casual,0.058124174
comic book,casual,0.011111111
competitive,casual,0.031818182
conspiracy,casual,0.076923077
conversation,casual,0
crafting,casual,0.037878788
crime,casual,0.014492754
crowdfunded,casual,0
crpg,casual,0
cult classic,casual,0
cute,casual,0.054607509
cyberpunk,casual,0.005319149
cycling,casual,0
dark comedy,casual,0
dark fantasy,casual,0.008196721
dark humor,casual,0.03
dating sim,casual,0.075862069
demons,casual,0
design & illustration,casual,0.076923077
destruction,casual,0.046875
detective,casual,0.032258065
difficult,casual,0.028835063
dinosaurs,casual,0.052631579
diplomacy,casual,0
documentary,casual,0
dog,casual,0.035714286
dragons,casual,0.011494253
drama,casual,0
driving,casual,0.068627451
dungeon crawler,casual,0.017142857
dungeons & dragons,casual,0
dynamic narration,casual,0.125
dystopian ,casual,0.015384615
e-sports,casual,0.027027027
early access,casual,0.04009434
economy,casual,0.055555556
education,casual,0.095890411
emotional,casual,0.061538462
epic,casual,0.013513514
episodic,casual,0.051724138
experience,casual,0
experimental,casual,0.055555556
exploration,casual,0.030721966
family friendly,casual,0.055214724
fantasy,casual,0.025848142
fast-paced,casual,0.033088235
female protagonist,casual,0.049636804
fighting,casual,0.018181818
first-person,casual,0.025454545
fishing,casual,0.25
flight,casual,0.008695652
fmv,casual,0.036585366
football,casual,0.133333333
fps,casual,0.012971698
funny,casual,0.061583578
futuristic,casual,0.016806723
gambling,casual,0
game development,casual,0
gamemaker,casual,0.095238095
games workshop,casual,0
god game,casual,0.038461538
golf,casual,0
gore,casual,0.019021739
gothic,casual,0
grand strategy,casual,0
grid-based movement,casual,0
gun customization,casual,0.05
hack and slash,casual,0.01971831
hacking,casual,0.03125
hand-drawn,casual,0.080808081
heist,casual,0.066666667
hex grid,casual,0
hidden object,casual,0.179487179
historical,casual,0.015974441
horror,casual,0.015917603
horses,casual,0.138888889
hunting,casual,0.066666667
illuminati,casual,0.037037037
indie,casual,0.072529279
intentionally awkward controls,casual,0.125
interactive fiction,casual,0.04494382
inventory management,casual,0
investigation,casual,0.034482759
isometric,casual,0.030701754
jrpg,casual,0.026595745
kickstarter,casual,0.015748031
lara croft,casual,0
lego,casual,0.041666667
lemmings,casual,0.117647059
level editor,casual,0.067114094
linear,casual,0.018181818
local co-op,casual,0.050096339
logic,casual,0.181818182
loot,casual,0.027027027
lore-rich,casual,0
lovecraftian,casual,0.018518519
magic,casual,0.021126761
management,casual,0.068181818
mars,casual,0
martial arts,casual,0
masterpiece,casual,0.024630542
match 3,casual,0.177777778
mature,casual,0.045714286
mechs,casual,0
medieval,casual,0.035714286
metroidvania,casual,0.015957447
military,casual,0.009661836
minigames,casual,0.166666667
minimalist,casual,0.058823529
mining,casual,0.15
mmorpg,casual,0.02764977
moba,casual,0
mod,casual,0.014492754
moddable,casual,0.014851485
modern,casual,0
mouse only,casual,0
movie,casual,0
multiple endings,casual,0.068181818
music,casual,0.104395604
music-based procedural generation,casual,0
mystery,casual,0.033482143
mythology,casual,0
narration,casual,0.0625
naval,casual,0.017857143
ninja,casual,0.019230769
noir,casual,0.034722222
nonlinear,casual,0
nsfw,casual,0
nudity,casual,0.051428571
offroad,casual,0.034482759
old school,casual,0.008130081
on-rails shooter,casual,0.043478261
online co-op,casual,0.037313433
open world,casual,0.029343629
otome,casual,0.073529412
parkour,casual,0.017964072
parody ,casual,0.086206897
party-based rpg,casual,0
perma death,casual,0.018691589
philisophical,casual,0
photo editing,casual,0
physics,casual,0.06969697
pinball,casual,0.3
pirates,casual,0.024691358
platformer,casual,0.0512
point & click,casual,0.048635824
political,casual,0.063829787
politics,casual,0.069767442
pool,casual,0.428571429
post-apocalyptic,casual,0.007905138
procedural generation,casual,0.01242236
programming,casual,0.142857143
psychedelic,casual,0.043478261
psychological,casual,0.022988506
psychological horror,casual,0.004739336
puzzle,casual,0.091679915
puzzle-platformer,casual,0.069306931
pve,casual,0
pvp,casual,0.012345679
quick-time events,casual,0.085106383
racing,casual,0.056379822
real time tactics,casual,0
real-time,casual,0
real-time with pause,casual,0.020408163
realistic,casual,0.03125
relaxing,casual,0.069444444
resource management,casual,0.045454545
retro,casual,0.048701299
rhythm,casual,0.078947368
robots,casual,0.031413613
rogue-like,casual,0.026470588
rogue-lite,casual,0.016393443
romance,casual,0.056962025
rome,casual,0
rpg,casual,0.031972265
rpgmaker,casual,0.126126126
rts,casual,0.008426966
runner,casual,0.023809524
sailing,casual,0
sandbox,casual,0.035980149
satire,casual,0.076923077
sci-fi,casual,0.018200202
science,casual,0.033333333
score attack,casual,0.048387097
sequel,casual,0
sexual content,casual,0.108695652
shoot 'em up,casual,0.02020202
shooter,casual,0.017571885
short,casual,0.069948187
side scroller,casual,0.036144578
silent protagonist,casual,0
simulation,casual,0.059047619
sniper,casual,0
soccer,casual,0.076923077
software,casual,0.055555556
software training,casual,0
sokoban,casual,0.2
souls-like,casual,0.111111111
space,casual,0.020869565
space sim,casual,0.018181818
spectacle fighter,casual,0.024390244
spelling,casual,0.25
split screen,casual,0.068493151
sports,casual,0.095238095
star wars,casual,0
stealth,casual,0.015555556
steam machine,casual,0
steampunk,casual,0.022099448
story rich,casual,0.036847492
strategy,casual,0.050879696
strategy rpg,casual,0
stylized,casual,0
superhero,casual,0.032608696
supernatural,casual,0.028571429
surreal,casual,0.027777778
survival,casual,0.025862069
survival horror,casual,0.006993007
swordplay,casual,0
tactical,casual,0.004966887
tactical rpg,casual,0
tanks,casual,0
team-based,casual,0.014184397
text-based,casual,0
third person,casual,0.017857143
third-person shooter,casual,0.016666667
thriller,casual,0.025641026
time attack,casual,0
time management,casual,0.269230769
time manipulation,casual,0
time travel,casual,0.021276596
top-down,casual,0.045454545
top-down shooter,casual,0
touch-friendly,casual,0
tower defense,casual,0.087649402
trackir,casual,0.047619048
trading,casual,0.023809524
trading card game,casual,0.04
trains,casual,0.1
transhumanism,casual,0
turn-based,casual,0.016172507
turn-based combat,casual,0
turn-based strategy,casual,0.015060241
turn-based tactics,casual,0
twin stick shooter,casual,0
typing,casual,0.038461538
underground,casual,0
underwater,casual,0.06122449
unforgiving,casual,0
utilities,casual,0
vampire,casual,0.06
video production,casual,0
villain protagonist,casual,0
violent,casual,0.011494253
visual novel,casual,0.080519481
voice control,casual,0.166666667
voxel,casual,0.024390244
walking simulator,casual,0.043902439
war,casual,0.007389163
wargame,casual,0
warhammer 40k,casual,0
web publishing,casual,0.333333333
werewolves,casual,0.066666667
western,casual,0.04
word game,casual,0.2
world war i,casual,0.035714286
world war ii,casual,0.006666667
wrestling,casual,0
zombies,casual,0.036093418
2d fighter,character action game,0
3d platformer,character action game,0
4x,character action game,0
6dof,character action game,0
abstract,character action game,0
action,character action game,0.002160216
action rpg,character action game,0
action-adventure,character action game,0
addictive,character action game,0
adventure,character action game,0.000907112
agriculture,character action game,0
aliens,character action game,0
alternate history,character action game,0
america,character action game,0
animation & modeling,character action game,0
anime,character action game,0.007680492
arcade,character action game,0.001538462
arena shooter,character action game,0
artificial intelligence,character action game,0
assassin,character action game,0
atmospheric,character action game,0
audio production,character action game,0
base building,character action game,0
based on a novel,character action game,0
basketball,character action game,0
batman,character action game,0
beat 'em up,character action game,0.014925373
beautiful,character action game,0
benchmark,character action game,0
blood,character action game,0
board game,character action game,0
building,character action game,0
bullet hell,character action game,0
bullet time,character action game,0
capitalism,character action game,0
card game,character action game,0
cartoony,character action game,0
casual,character action game,0
character action game,character action game,0.044444444
character customization,character action game,0
chess,character action game,0
choices matter,character action game,0
choose your own adventure,character action game,0
cinematic,character action game,0
city builder,character action game,0
class-based,character action game,0
classic,character action game,0
co-op,character action game,0
co-op campaign,character action game,0
cold war,character action game,0
comedy,character action game,0.002642008
comic book,character action game,0
competitive,character action game,0
conspiracy,character action game,0
conversation,character action game,0
crafting,character action game,0
crime,character action game,0
crowdfunded,character action game,0
crpg,character action game,0
cult classic,character action game,0
cute,character action game,0.006825939
cyberpunk,character action game,0
cycling,character action game,0
dark comedy,character action game,0
dark fantasy,character action game,0
dark humor,character action game,0
dating sim,character action game,0
demons,character action game,0.025
design & illustration,character action game,0
destruction,character action game,0
detective,character action game,0
difficult,character action game,0
dinosaurs,character action game,0
diplomacy,character action game,0
documentary,character action game,0
dog,character action game,0
dragons,character action game,0
drama,character action game,0
driving,character action game,0
dungeon crawler,character action game,0
dungeons & dragons,character action game,0
dynamic narration,character action game,0
dystopian ,character action game,0
e-sports,character action game,0
early access,character action game,0
economy,character action game,0
education,character action game,0
emotional,character action game,0
epic,character action game,0
episodic,character action game,0
experience,character action game,0
experimental,character action game,0
exploration,character action game,0
family friendly,character action game,0
fantasy,character action game,0.000807754
fast-paced,character action game,0
female protagonist,character action game,0.006053269
fighting,character action game,0.006060606
first-person,character action game,0
fishing,character action game,0
flight,character action game,0
fmv,character action game,0
football,character action game,0
fps,character action game,0
funny,character action game,0
futuristic,character action game,0
gambling,character action game,0
game development,character action game,0
gamemaker,character action game,0
games workshop,character action game,0
god game,character action game,0
golf,character action game,0
gore,character action game,0.002717391
gothic,character action game,0
grand strategy,character action game,0
grid-based movement,character action game,0
gun customization,character action game,0
hack and slash,character action game,0.022535211
hacking,character action game,0
hand-drawn,character action game,0
heist,character action game,0
hex grid,character action game,0
hidden object,character action game,0
historical,character action game,0
horror,character action game,0
horses,character action game,0
hunting,character action game,0
illuminati,character action game,0
indie,character action game,0.001438258
intentionally awkward controls,character action game,0
interactive fiction,character action game,0
inventory management,character action game,0
investigation,character action game,0
isometric,character action game,0
jrpg,character action game,0
kickstarter,character action game,0
lara croft,character action game,0
lego,character action game,0
lemmings,character action game,0
level editor,character action game,0
linear,character action game,0
local co-op,character action game,0.001926782
logic,character action game,0
loot,character action game,0
lore-rich,character action game,0
lovecraftian,character action game,0
magic,character action game,0.003521127
management,character action game,0
mars,character action game,0
martial arts,character action game,0
masterpiece,character action game,0
match 3,character action game,0
mature,character action game,0
mechs,character action game,0.015151515
medieval,character action game,0
metroidvania,character action game,0
military,character action game,0
minigames,character action game,0
minimalist,character action game,0
mining,character action game,0
mmorpg,character action game,0
moba,character action game,0
mod,character action game,0
moddable,character action game,0
modern,character action game,0
mouse only,character action game,0
movie,character action game,0
multiple endings,character action game,0
music,character action game,0
music-based procedural generation,character action game,0
mystery,character action game,0
mythology,character action game,0
narration,character action game,0
naval,character action game,0
ninja,character action game,0.009615385
noir,character action game,0
nonlinear,character action game,0
nsfw,character action game,0
nudity,character action game,0
offroad,character action game,0
old school,character action game,0
on-rails shooter,character action game,0
online co-op,character action game,0
open world,character action game,0
otome,character action game,0
parkour,character action game,0
parody ,character action game,0
party-based rpg,character action game,0
perma death,character action game,0
philisophical,character action game,0
photo editing,character action game,0
physics,character action game,0
pinball,character action game,0
pirates,character action game,0
platformer,character action game,8.00E-04
point & click,character action game,0
political,character action game,0
politics,character action game,0
pool,character action game,0
post-apocalyptic,character action game,0
procedural generation,character action game,0
programming,character action game,0
psychedelic,character action game,0
psychological,character action game,0
psychological horror,character action game,0
puzzle,character action game,0
puzzle-platformer,character action game,0
pve,character action game,0
pvp,character action game,0
quick-time events,character action game,0
racing,character action game,0
real time tactics,character action game,0
real-time,character action game,0
real-time with pause,character action game,0
realistic,character action game,0
relaxing,character action game,0
resource management,character action game,0
retro,character action game,0
rhythm,character action game,0
robots,character action game,0
rogue-like,character action game,0
rogue-lite,character action game,0
romance,character action game,0
rome,character action game,0
rpg,character action game,0
rpgmaker,character action game,0
rts,character action game,0
runner,character action game,0
sailing,character action game,0
sandbox,character action game,0
satire,character action game,0
sci-fi,character action game,0
science,character action game,0
score attack,character action game,0
sequel,character action game,0
sexual content,character action game,0
shoot 'em up,character action game,0
shooter,character action game,0
short,character action game,0
side scroller,character action game,0
silent protagonist,character action game,0
simulation,character action game,0
sniper,character action game,0
soccer,character action game,0
software,character action game,0
software training,character action game,0
sokoban,character action game,0
souls-like,character action game,0
space,character action game,0
space sim,character action game,0
spectacle fighter,character action game,0.12195122
spelling,character action game,0
split screen,character action game,0
sports,character action game,0
star wars,character action game,0
stealth,character action game,0
steam machine,character action game,0
steampunk,character action game,0
story rich,character action game,0
strategy,character action game,0
strategy rpg,character action game,0
stylized,character action game,0
superhero,character action game,0
supernatural,character action game,0
surreal,character action game,0.00462963
survival,character action game,0
survival horror,character action game,0
swordplay,character action game,0
tactical,character action game,0
tactical rpg,character action game,0
tanks,character action game,0
team-based,character action game,0
text-based,character action game,0
third person,character action game,0.004120879
third-person shooter,character action game,0
thriller,character action game,0
time attack,character action game,0
time management,character action game,0
time manipulation,character action game,0
time travel,character action game,0
top-down,character action game,0
top-down shooter,character action game,0
touch-friendly,character action game,0
tower defense,character action game,0
trackir,character action game,0
trading,character action game,0
trading card game,character action game,0
trains,character action game,0
transhumanism,character action game,0
turn-based,character action game,0
turn-based combat,character action game,0
turn-based strategy,character action game,0
turn-based tactics,character action game,0
twin stick shooter,character action game,0
typing,character action game,0
underground,character action game,0
underwater,character action game,0
unforgiving,character action game,0
utilities,character action game,0
vampire,character action game,0
video production,character action game,0
villain protagonist,character action game,0
violent,character action game,0
visual novel,character action game,0
voice control,character action game,0
voxel,character action game,0
walking simulator,character action game,0
war,character action game,0
wargame,character action game,0
warhammer 40k,character action game,0
web publishing,character action game,0
werewolves,character action game,0
western,character action game,0
word game,character action game,0
world war i,character action game,0
world war ii,character action game,0
wrestling,character action game,0
zombies,character action game,0.002123142
2d fighter,character customization,0
3d platformer,character customization,0
4x,character customization,0
6dof,character customization,0
abstract,character customization,0
action,character customization,0.004140414
action rpg,character customization,0.026490066
action-adventure,character customization,0
addictive,character customization,0.012195122
adventure,character customization,0.004716981
agriculture,character customization,0
aliens,character customization,0.010204082
alternate history,character customization,0
america,character customization,0
animation & modeling,character customization,0.090909091
anime,character customization,0.004608295
arcade,character customization,0
arena shooter,character customization,0
artificial intelligence,character customization,0
assassin,character customization,0
atmospheric,character customization,0.00233827
audio production,character customization,0
base building,character customization,0.015151515
based on a novel,character customization,0.025
basketball,character customization,0
batman,character customization,0.011363636
beat 'em up,character customization,0.004975124
beautiful,character customization,0
benchmark,character customization,0
blood,character customization,0
board game,character customization,0
building,character customization,0
bullet hell,character customization,0
bullet time,character customization,0
capitalism,character customization,0
card game,character customization,0
cartoony,character customization,0.018867925
casual,character customization,0.00109589
character action game,character customization,0
character customization,character customization,0.01910828
chess,character customization,0
choices matter,character customization,0.017964072
choose your own adventure,character customization,0.009345794
cinematic,character customization,0
city builder,character customization,0
class-based,character customization,0
classic,character customization,0.005636979
co-op,character customization,0.006410256
co-op campaign,character customization,0
cold war,character customization,0
comedy,character customization,0.005284016
comic book,character customization,0
competitive,character customization,0.009090909
conspiracy,character customization,0
conversation,character customization,0
crafting,character customization,0.003787879
crime,character customization,0
crowdfunded,character customization,0
crpg,character customization,0.0625
cult classic,character customization,0
cute,character customization,0.003412969
cyberpunk,character customization,0
cycling,character customization,0
dark comedy,character customization,0
dark fantasy,character customization,0.016393443
dark humor,character customization,0
dating sim,character customization,0.006896552
demons,character customization,0.025
