"Year","Game","Appid","MainTags","MainTag1","MainTag2","MainTag3","MainTag4","MainTag5"
2013,"Kingdom Wars",227180,"strategy,rts,building,fantasy,simulation","strategy","rts","building","fantasy","simulation"
2013,"THE KING OF FIGHTERS XIII STEAM EDITION",222940,"fighting,arcade,2d fighter,action,competitive","fighting","arcade","2d fighter","action","competitive"
2013,"Worms Armageddon",217200,"comedy,strategy,classic,turn-based,turn-based strategy","comedy","strategy","classic","turn-based","turn-based strategy"
2013,"Magic 2014 ??Duels of the Planeswalkers",213850,"card game,trading card game,magic,strategy,turn-based","card game","trading card game","magic","strategy","turn-based"
2013,"FORCED: Slightly Better Edition",249990,"action,co-op,rpg,online co-op,puzzle","action","co-op","rpg","online co-op","puzzle"
2013,"Project Zomboid",108600,"survival,zombies,sandbox,indie,crafting","survival","zombies","sandbox","indie","crafting"
2013,"Receiver",234190,"simulation,fps,indie,rogue-like,first-person","simulation","fps","indie","rogue-like","first-person"
2013,"Pinball Arcade",238260,"pinball,arcade,classic,simulation,casual","pinball","arcade","classic","simulation","casual"
2013,"Viscera Cleanup Detail: Santa's Rampage",265210,"simulation,co-op,blood,physics,gore","simulation","co-op","blood","physics","gore"
2013,"Gorky 17",253920,"rpg,strategy,tactical,sci-fi,turn-based","rpg","strategy","tactical","sci-fi","turn-based"
2013,"Sid Meier's Ace Patrol",244070,"strategy,casual,turn-based,turn-based strategy,world war i","strategy","casual","turn-based","turn-based strategy","world war i"
2013,"Tom Clancy's  Splinter Cell Blacklist",235600,"stealth,action,adventure,tactical,co-op","stealth","action","adventure","tactical","co-op"
2013,"Rayman Legends",242550,"action,co-op,music,platformer,local co-op","action","co-op","music","platformer","local co-op"
2013,"Startopia",243040,"management,space,sandbox,simulation,sci-fi","management","space","sandbox","simulation","sci-fi"
2013,"BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien",218060,"rhythm,music,runner,platformer,indie","rhythm","music","runner","platformer","indie"
2013,"Trials Evolution: Gold Edition",220160,"racing,action,level editor,platformer,difficult","racing","action","level editor","platformer","difficult"
2013,"Starseed Pilgrim",230980,"indie,adventure,puzzle,minimalist,exploration","indie","adventure","puzzle","minimalist","exploration"
2013,"Silent Storm Gold Edition",254960,"turn-based,tactical,destruction,strategy,turn-based tactics","turn-based","tactical","destruction","strategy","turn-based tactics"
2013,"Joe Danger 2: The Movie",242110,"action,racing,indie,casual,score attack","action","racing","indie","casual","score attack"
2013,"King Arthur's Gold",219830,"action,building,medieval,team-based,competitive","action","building","medieval","team-based","competitive"
2013,"Kentucky Route Zero",231200,"adventure,atmospheric,point & click,indie,surreal","adventure","atmospheric","point & click","indie","surreal"
2013,"Proteus",219680,"exploration,first-person,music,relaxing,walking simulator","exploration","first-person","music","relaxing","walking simulator"
2013,"La-Mulana",230700,"difficult,adventure,exploration,action,retro","difficult","adventure","exploration","action","retro"
2013,"Goodbye Deponia",241910,"adventure,point & click,comedy,hand-drawn,sequel","adventure","point & click","comedy","hand-drawn","sequel"
2013,"Fallen Enchantress: Legendary Heroes",228260,"magic,tactical,strategy,fantasy,turn-based strategy","magic","tactical","strategy","fantasy","turn-based strategy"
2013,"Memoria",243200,"adventure,point & click,fantasy,puzzle,indie","adventure","point & click","fantasy","puzzle","indie"
2013,"Weird Worlds: Return to Infinite Space",226120,"space,exploration,indie,strategy,casual","space","exploration","indie","strategy","casual"
2013,"Sang-Froid - Tales of Werewolves",227220,"strategy,action,werewolves,rpg,tower defense","strategy","action","werewolves","rpg","tower defense"
2013,"Anachronox",242940,"turn-based,rpg,cyberpunk,sci-fi,comedy","turn-based","rpg","cyberpunk","sci-fi","comedy"
2013,"Ace Combat Assault Horizon - Enhanced Edition",228400,"action,military,war,flight,simulation","action","military","war","flight","simulation"
2013,"Rise of Flight United",244050,"simulation,flight,world war i,realistic,historical","simulation","flight","world war i","realistic","historical"
2013,"Eldritch",252630,"first-person,action,rogue-like,lovecraftian,indie","first-person","action","rogue-like","lovecraftian","indie"
2013,"Teslagrad",249590,"indie,puzzle,steampunk,adventure,hand-drawn","indie","puzzle","steampunk","adventure","hand-drawn"
2013,"Anomaly 2",236730,"strategy,tower defense,rts,indie,action","strategy","tower defense","rts","indie","action"
2013,"SteamWorld Dig",252410,"mining,steampunk,adventure,metroidvania,western","mining","steampunk","adventure","metroidvania","western"
2013,"Volgarr the Viking",247240,"action,retro,arcade,platformer,difficult","action","retro","arcade","platformer","difficult"
2013,"Anna - Extended Edition",217690,"horror,puzzle,psychological horror,adventure,indie","horror","puzzle","psychological horror","adventure","indie"
2013,"The Night of the Rabbit",230820,"adventure,magic,point & click,indie,fantasy","adventure","magic","point & click","indie","fantasy"
2013,"Beatbuddy: Tale of the Guardians",231040,"music,adventure,action,puzzle,indie","music","adventure","action","puzzle","indie"
2013,"Cubetractor",235720,"indie,strategy,action,puzzle,tower defense","indie","strategy","action","puzzle","tower defense"
2013,"Nihilumbra",252670,"adventure,puzzle,atmospheric,beautiful,indie","adventure","puzzle","atmospheric","beautiful","indie"
2013,"Gas Guzzlers Extreme",243800,"racing,shooter,driving,action,sports","racing","shooter","driving","action","sports"
2013,"Divekick",244730,"fighting,indie,action,arcade,2d fighter","fighting","indie","action","arcade","2d fighter"
2013,"The Journey Down: Chapter One",220090,"adventure,puzzle,classic,point & click,indie","adventure","puzzle","classic","point & click","indie"
2013,"PixelJunk Monsters Ultimate",243780,"local co-op,co-op,online co-op,tower defense,strategy","local co-op","co-op","online co-op","tower defense","strategy"
2013,"Septerra Core",253940,"turn-based,adventure,rpg,jrpg,isometric","turn-based","adventure","rpg","jrpg","isometric"
2013,"Bionic Dues",238910,"turn-based,tactical,robots,strategy,rogue-like","turn-based","tactical","robots","strategy","rogue-like"
2013,"Papo & Yo",227080,"puzzle,surreal,indie,adventure,platformer","puzzle","surreal","indie","adventure","platformer"
2013,"ENSLAVED: Odyssey to the West Premium Edition",245280,"post-apocalyptic,adventure,action,story rich,hack and slash","post-apocalyptic","adventure","action","story rich","hack and slash"
2013,"Neighbours from Hell Compilation",260750,"stealth,comedy,casual,adventure,classic","stealth","comedy","casual","adventure","classic"
2013,"Megabyte Punch",248550,"local co-op,fighting,co-op,action,indie","local co-op","fighting","co-op","action","indie"
2013,"Shelter",244710,"adventure,survival,indie,cute,short","adventure","survival","indie","cute","short"
2013,"The Cave",221810,"adventure,puzzle,local co-op,co-op,platformer","adventure","puzzle","local co-op","co-op","platformer"
2013,"Scribblenauts Unmasked: A DC Comics Adventure",249870,"adventure,action,batman,puzzle,superhero","adventure","action","batman","puzzle","superhero"
2013,"Rise of the Triad",217140,"action,first-person,shooter,classic,fps","action","first-person","shooter","classic","fps"
2013,"Long Live The Queen",251990,"visual novel,anime,female protagonist,simulation,indie","visual novel","anime","female protagonist","simulation","indie"
2013,"The Banner Saga: Factions",219340,"strategy,tactical,rpg,indie,turn-based strategy","strategy","tactical","rpg","indie","turn-based strategy"
2013,"DuckTales: Remastered",237630,"retro,adventure,classic,platformer,action","retro","adventure","classic","platformer","action"
2013,"Strike Suit Zero",209540,"space,action,mechs,sci-fi,indie","space","action","mechs","sci-fi","indie"
2013,"Slender: The Arrival",252330,"horror,first-person,survival horror,survival,short","horror","first-person","survival horror","survival","short"
2013,"Sniper Elite: Nazi Zombie Army",227100,"co-op,sniper,world war ii,zombies,action","co-op","sniper","world war ii","zombies","action"
2013,"Legend of Dungeon",238280,"rogue-like,rpg,action,indie,dungeon crawler","rogue-like","rpg","action","indie","dungeon crawler"
2013,"Contrast",224460,"noir,puzzle,female protagonist,indie,platformer","noir","puzzle","female protagonist","indie","platformer"
2013,"Evoland",233470,"rpg,adventure,puzzle,action,indie","rpg","adventure","puzzle","action","indie"
2013,"Mars: War Logs",232750,"rpg,mars,cyberpunk,adventure,action","rpg","mars","cyberpunk","adventure","action"
2013,"Deadly Premonition: The Director's Cut",247660,"adventure,horror,action,investigation,mystery","adventure","horror","action","investigation","mystery"
2013,"Space Hulk",242570,"strategy,turn-based,board game,games workshop,tactical","strategy","turn-based","board game","games workshop","tactical"
2013,"God Mode",227480,"action,third-person shooter,shooter,co-op,third person","action","third-person shooter","shooter","co-op","third person"
2013,"POSTAL",232770,"action,classic,shooter,isometric,dark humor","action","classic","shooter","isometric","dark humor"
2013,"Sniper Elite: Nazi Zombie Army 2",247910,"co-op,sniper,horror,zombies,action","co-op","sniper","horror","zombies","action"
2013,"Alien Rage - Unlimited",217920,"shooter,action,fps,sci-fi,aliens","shooter","action","fps","sci-fi","aliens"
2013,"Arma Tactics",224860,"strategy,turn-based,action,indie,tactical","strategy","turn-based","action","indie","tactical"
2013,"X Rebirth",2870,"space,action,sandbox,economy,trading","space","action","sandbox","economy","trading"
2013,"Cities XL Platinum",231140,"economy,building,simulation,city builder,strategy","economy","building","simulation","city builder","strategy"
2013,"Organ Trail: Director's Cut",233740,"retro,adventure,survival,zombies,indie","retro","adventure","survival","zombies","indie"
2013,"Sparkle 2 Evo",253650,"casual,indie,simulation,action,relaxing","casual","indie","simulation","action","relaxing"
2013,"Divinity: Dragon Commander",243950,"strategy,political,turn-based,co-op,rpg","strategy","political","turn-based","co-op","rpg"
2013,"Kenshi",233860,"sandbox,rpg,survival,building,rts","sandbox","rpg","survival","building","rts"
2013,"Interstellar Marines",236370,"early access,action,fps,tactical,co-op","early access","action","fps","tactical","co-op"
2013,"Edna & Harvey: The Breakout",255320,"adventure,funny,point & click,indie,comedy","adventure","funny","point & click","indie","comedy"
2013,"Viscera Cleanup Detail: Shadow Warrior",255520,"blood,simulation,indie,gore,comedy","blood","simulation","indie","gore","comedy"
2013,"Dungeon-Party",215870,"rpg,action,moba,NA,NA","rpg","action","moba","NA","NA"
2013,"DLC Quest",230050,"indie,satire,action,platformer,comedy","indie","satire","action","platformer","comedy"
2013,"Omerta - City of Gangsters",208520,"crime,simulation,turn-based,turn-based combat,rpg","crime","simulation","turn-based","turn-based combat","rpg"
2013,"Monster Loves You!",226740,"adventure,casual,indie,simulation,multiple endings","adventure","casual","indie","simulation","multiple endings"
2013,"Wasteland 1 - The Original Classic",259130,"rpg,post-apocalyptic,classic,adventure,crpg","rpg","post-apocalyptic","classic","adventure","crpg"
2013,"Toki Tori 2+",201420,"puzzle,adventure,metroidvania,cute,level editor","puzzle","adventure","metroidvania","cute","level editor"
2013,"Champions of Regnum",222520,"rpg,mmorpg,pvp,indie,open world","rpg","mmorpg","pvp","indie","open world"
2013,"Shadow Warrior Classic Redux",225160,"classic,shooter,fps,action,comedy","classic","shooter","fps","action","comedy"
2013,"Iesabel",248710,"rpg,action,hack and slash,indie,action rpg","rpg","action","hack and slash","indie","action rpg"
2013,"Heli Heroes",259320,"action,arcade,casual,shoot 'em up,NA","action","arcade","casual","shoot 'em up","NA"
2013,"Earth 2140",253860,"strategy,rts,sci-fi,NA,NA","strategy","rts","sci-fi","NA","NA"
2013,"Farming Simulator 2013 Titanium Edition",220260,"simulation,open world,casual,relaxing,co-op","simulation","open world","casual","relaxing","co-op"
2013,"Zeno Clash 2",215690,"surreal,first-person,adventure,co-op,action","surreal","first-person","adventure","co-op","action"
2013,"Daikatana",242980,"action,fps,classic,time travel,sci-fi","action","fps","classic","time travel","sci-fi"
2013,"The Typing of The Dead: Overkill",246580,"typing,comedy,horror,shooter,co-op","typing","comedy","horror","shooter","co-op"
2013,"PAC-MAN Championship Edition DX+",236450,"arcade,action,retro,classic,score attack","arcade","action","retro","classic","score attack"
2013,"Savant - Ascent",259530,"action,music,indie,shoot 'em up,fast-paced","action","music","indie","shoot 'em up","fast-paced"
2013,"Talisman: Prologue",258200,"board game,fantasy,games workshop,indie,strategy","board game","fantasy","games workshop","indie","strategy"
2013,"The 39 Steps",234940,"thriller,adventure,indie,casual,interactive fiction","thriller","adventure","indie","casual","interactive fiction"
2013,"Professional Farmer 2014",258880,"simulation,agriculture,action,open world,NA","simulation","agriculture","action","open world","NA"
2013,"I Have No Mouth, and I Must Scream",245390,"adventure,point & click,horror,based on a novel,classic","adventure","point & click","horror","based on a novel","classic"
2013,"Tales of Maj'Eyal",259680,"rpg,turn-based,tactical,rogue-like,indie","rpg","turn-based","tactical","rogue-like","indie"
2013,"Knights of Pen and Paper +1 Edition",231740,"rpg,turn-based,fantasy,retro,adventure","rpg","turn-based","fantasy","retro","adventure"
2013,"Broken Sword 5 - the Serpent's Curse",262940,"adventure,conspiracy,classic,point & click,mystery","adventure","conspiracy","classic","point & click","mystery"
2013,"Marvel Puzzle Quest",234330,"puzzle,match 3,rpg,casual,superhero","puzzle","match 3","rpg","casual","superhero"
2013,"Bridge Constructor",250460,"physics,building,simulation,casual,indie","physics","building","simulation","casual","indie"
2013,"LOST PLANET 3",226720,"action,third-person shooter,sci-fi,shooter,atmospheric","action","third-person shooter","sci-fi","shooter","atmospheric"
2013,"Penny Arcade's On the Rain-Slick Precipice of Darkness 4",237570,"rpg,indie,jrpg,comedy,turn-based","rpg","indie","jrpg","comedy","turn-based"
2013,"Pool Nation",254440,"pool,physics,addictive,sports,simulation","pool","physics","addictive","sports","simulation"
2013,"Cook, Serve, Delicious!",247020,"indie,difficult,strategy,co-op,simulation","indie","difficult","strategy","co-op","simulation"
2013,"Wizardry 8",245450,"rpg,classic,adventure,fantasy,party-based rpg","rpg","classic","adventure","fantasy","party-based rpg"
2013,"Giana Sisters: Twisted Dreams - Rise of the Owlverlord",246960,"platformer,indie,action,female protagonist,difficult","platformer","indie","action","female protagonist","difficult"
2013,"Valdis Story: Abyssal City",252030,"action,platformer,exploration,metroidvania,rpg","action","platformer","exploration","metroidvania","rpg"
2013,"Desktop Dungeons",226620,"puzzle,fantasy,rogue-like,strategy,indie","puzzle","fantasy","rogue-like","strategy","indie"
2013,"The Cat Lady",253110,"horror,psychological horror,atmospheric,psychological,story rich","horror","psychological horror","atmospheric","psychological","story rich"
2013,"140",242820,"platformer,rhythm,minimalist,abstract,indie","platformer","rhythm","minimalist","abstract","indie"
2013,"FATE",246840,"rpg,action,dungeon crawler,classic,action rpg","rpg","action","dungeon crawler","classic","action rpg"
2013,"Super House of Dead Ninjas",224820,"action,ninja,arcade,adventure,platformer","action","ninja","arcade","adventure","platformer"
2013,"Desperados: Wanted Dead or Alive",260730,"strategy,western,tactical,action,isometric","strategy","western","tactical","action","isometric"
2013,"Expeditions: Conquistador",237430,"rpg,strategy,turn-based,tactical,adventure","rpg","strategy","turn-based","tactical","adventure"
2013,"Angry Video Game Nerd Adventures",237740,"platformer,difficult,action,retro,adventure","platformer","difficult","action","retro","adventure"
2013,"Syder Arcade",252310,"shoot 'em up,arcade,indie,action,bullet hell","shoot 'em up","arcade","indie","action","bullet hell"
2013,"Kairo",233230,"puzzle,exploration,atmospheric,abstract,indie","puzzle","exploration","atmospheric","abstract","indie"
2013,"Anodyne",234900,"surreal,adventure,indie,exploration,action","surreal","adventure","indie","exploration","action"
2013,"Ring Runner: Flight of the Sages",258010,"action,rpg,indie,space,shooter","action","rpg","indie","space","shooter"
2013,"Incredipede",230150,"puzzle,indie,adventure,simulation,physics","puzzle","indie","adventure","simulation","physics"
2013,"Fieldrunners 2",215710,"tower defense,strategy,action,casual,touch-friendly","tower defense","strategy","action","casual","touch-friendly"
2013,"Super Splatters",95000,"action,arcade,physics,indie,casual","action","arcade","physics","indie","casual"
2013,"PixelJunk Shooter",255870,"action,puzzle,shooter,local co-op,twin stick shooter","action","puzzle","shooter","local co-op","twin stick shooter"
2013,"Guncraft",241720,"action,fps,building,voxel,sandbox","action","fps","building","voxel","sandbox"
2013,"CastleStorm",241410,"strategy,action,tower defense,destruction,co-op","strategy","action","tower defense","destruction","co-op"
2013,"Skulls of the Shogun",228960,"strategy,turn-based strategy,turn-based,indie,comedy","strategy","turn-based strategy","turn-based","indie","comedy"
2013,"The Inner World",251430,"adventure,puzzle,funny,point & click,indie","adventure","puzzle","funny","point & click","indie"
2013,"Lilly Looking Through",250030,"adventure,point & click,indie,female protagonist,puzzle","adventure","point & click","indie","female protagonist","puzzle"
2013,"Thunder Wolves",232970,"action,arcade,shooter,indie,casual","action","arcade","shooter","indie","casual"
2013,"A Valley Without Wind 2",228320,"strategy,adventure,co-op,experimental,action","strategy","adventure","co-op","experimental","action"
2013,"Cubemen 2",228440,"strategy,indie,tower defense,NA,NA","strategy","indie","tower defense","NA","NA"
2013,"Space Rangers HD: A War Apart",214730,"space,adventure,classic,action,rpg","space","adventure","classic","action","rpg"
2013,"Ittle Dew",241320,"adventure,puzzle,exploration,short,indie","adventure","puzzle","exploration","short","indie"
2013,"10,000,000",227580,"puzzle,rpg,retro,action,indie","puzzle","rpg","retro","action","indie"
2013,"Strike Suit Infinity",234160,"action,space,mechs,indie,arcade","action","space","mechs","indie","arcade"
2013,"Final Exam",233190,"action,indie,co-op,online co-op,beat 'em up","action","indie","co-op","online co-op","beat 'em up"
2013,"The Novelist",245150,"indie,adventure,story rich,casual,exploration","indie","adventure","story rich","casual","exploration"
2013,"Journey of a Roach",255300,"adventure,puzzle,post-apocalyptic,point & click,indie","adventure","puzzle","post-apocalyptic","point & click","indie"
2013,"Skyward Collapse",238890,"strategy,turn-based,mythology,war,simulation","strategy","turn-based","mythology","war","simulation"
2013,"Inquisitor",241620,"rpg,isometric,indie,dark fantasy,gore","rpg","isometric","indie","dark fantasy","gore"
2013,"StarDrive",220660,"strategy,4x,space,rts,indie","strategy","4x","space","rts","indie"
2013,"Violett Remastered",257830,"adventure,puzzle,indie,point & click,female protagonist","adventure","puzzle","indie","point & click","female protagonist"
2013,"Prime World: Defenders",235360,"tower defense,strategy,classic,action,indie","tower defense","strategy","classic","action","indie"
2013,"Urban Trial Freestyle",243450,"physics,racing,action,simulation,sports","physics","racing","action","simulation","sports"
2013,"Two Brothers",259760,"adventure,action,indie,rpg,retro","adventure","action","indie","rpg","retro"
2013,"Darkout",257050,"sandbox,crafting,indie,action,adventure","sandbox","crafting","indie","action","adventure"
2013,"Deadfall Adventures",231330,"adventure,action,fps,shooter,first-person","adventure","action","fps","shooter","first-person"
2013,"Speedball 2 HD",251690,"sports,action,indie,retro,NA","sports","action","indie","retro","NA"
2013,"Gomo",265330,"adventure,point & click,puzzle,indie,casual","adventure","point & click","puzzle","indie","casual"
2013,"Impire",202130,"strategy,fantasy,villain protagonist,NA,NA","strategy","fantasy","villain protagonist","NA","NA"
2013,"Unholy Heights",249330,"tower defense,management,simulation,rts,strategy","tower defense","management","simulation","rts","strategy"
2013,"1953 - KGB Unleashed",248490,"adventure,puzzle,atmospheric,cold war,point & click","adventure","puzzle","atmospheric","cold war","point & click"
2013,"Huntsman: The Orphanage (Halloween Edition)",246740,"horror,first-person,adventure,indie,action","horror","first-person","adventure","indie","action"
2013,"Demonicon",215630,"rpg,action,fantasy,adventure,third person","rpg","action","fantasy","adventure","third person"
2013,"Bleed",239800,"action,platformer,difficult,local co-op,arcade","action","platformer","difficult","local co-op","arcade"
2013,"Another World ??20th Anniversary Edition",233550,"adventure,action,platformer,difficult,classic","adventure","action","platformer","difficult","classic"
2013,"Anomaly Korea",251530,"action,tower defense,strategy,sci-fi,indie","action","tower defense","strategy","sci-fi","indie"
2013,"Bridge Project",232950,"simulation,physics,building,puzzle,NA","simulation","physics","building","puzzle","NA"
2013,"Jack Lumber",220900,"puzzle,casual,indie,action,strategy","puzzle","casual","indie","action","strategy"
2013,"Small World 2",235620,"board game,fantasy,strategy,casual,indie","board game","fantasy","strategy","casual","indie"
2013,"Jack Orlando: Director's Cut",253960,"adventure,detective,point & click,noir,NA","adventure","detective","point & click","noir","NA"
2013,"Chainsaw Warrior",251710,"games workshop,zombies,strategy,board game,rpg","games workshop","zombies","strategy","board game","rpg"
2013,"Marlow Briggs and the Mask of Death",249680,"action,spectacle fighter,hack and slash,adventure,character action game","action","spectacle fighter","hack and slash","adventure","character action game"
2013,"Castle of Illusion",227600,"adventure,classic,platformer,casual,family friendly","adventure","classic","platformer","casual","family friendly"
2013,"Rush Bros.",234490,"racing,action,music,indie,platformer","racing","action","music","indie","platformer"
2013,"Omikron: The Nomad Soul",243000,"adventure,rpg,cyberpunk,sci-fi,cult classic","adventure","rpg","cyberpunk","sci-fi","cult classic"
2013,"Shufflepuck Cantina Deluxe",259510,"sports,indie,action,arcade,casual","sports","indie","action","arcade","casual"
2013,"Type:Rider",258890,"historical,puzzle,indie,platformer,casual","historical","puzzle","indie","platformer","casual"
2013,"Anomaly Warzone Earth Mobile Campaign",252170,"tower defense,strategy,action,sci-fi,indie","tower defense","strategy","action","sci-fi","indie"
2013,"Blood Omen 2: Legacy of Kain",242960,"vampire,stealth,action,adventure,dark fantasy","vampire","stealth","action","adventure","dark fantasy"
2013,"Finding Teddy",259600,"adventure,indie,point & click,female protagonist,puzzle","adventure","indie","point & click","female protagonist","puzzle"
2013,"Solar Flux",251910,"strategy,puzzle,indie,space,NA","strategy","puzzle","indie","space","NA"
2013,"Helmet Heroes",524970,"adventure,rpg,action,funny,open world","adventure","rpg","action","funny","open world"
2013,"Dungeons & Dragons: Chronicles of Mystara",229480,"arcade,rpg,dungeons & dragons,classic,co-op","arcade","rpg","dungeons & dragons","classic","co-op"
2013,"The Apogee Throwback Pack",238050,"classic,action,fps,retro,shooter","classic","action","fps","retro","shooter"
2013,"Not The Robots",257120,"stealth,indie,robots,strategy,action","stealth","indie","robots","strategy","action"
2013,"Hero of the Kingdom",259550,"adventure,casual,indie,point & click,rpg","adventure","casual","indie","point & click","rpg"
2013,"Portal 2 Sixense Perceptual Pack",247120,"puzzle,adventure,action,first-person,fps","puzzle","adventure","action","first-person","fps"
2013,"Super Sanctum TD",235250,"tower defense,strategy,retro,difficult,indie","tower defense","strategy","retro","difficult","indie"
2013,"Ys I & II Chronicles+",223810,"action,rpg,anime,action rpg,classic","action","rpg","anime","action rpg","classic"
2013,"Electronic Super Joy",244870,"platformer,indie,music,difficult,action","platformer","indie","music","difficult","action"
2013,"Ravensword: Shadowlands",253410,"rpg,adventure,action,indie,open world","rpg","adventure","action","indie","open world"
2013,"Draw a Stickman: EPIC",248650,"adventure,puzzle,indie,casual,comedy","adventure","puzzle","indie","casual","comedy"
2013,"OMSI 2: Steam Edition",252530,"driving,realistic,trackir,simulation,moddable","driving","realistic","trackir","simulation","moddable"
2013,"Ballpoint Universe - Infinite",259390,"hand-drawn,indie,action,shoot 'em up,platformer","hand-drawn","indie","action","shoot 'em up","platformer"
2013,"7 Grand Steps: What Ancients Begat",238930,"strategy,board game,indie,casual,simulation","strategy","board game","indie","casual","simulation"
2013,"Super Amazing Wagon Adventure",250500,"adventure,indie,action,comedy,retro","adventure","indie","action","comedy","retro"
2013,"Avadon 2: The Corruption",233310,"indie,fantasy,adventure,rpg,strategy","indie","fantasy","adventure","rpg","strategy"
2013,"Soundodger+",247140,"bullet hell,music,rhythm,level editor,indie","bullet hell","music","rhythm","level editor","indie"
2013,"Element4l",235820,"indie,platformer,action,atmospheric,puzzle","indie","platformer","action","atmospheric","puzzle"
2013,"ShootMania Storm",229870,"fps,action,level editor,moddable,shooter","fps","action","level editor","moddable","shooter"
2013,"Dungeon Hearts",229520,"strategy,puzzle,action,rpg,casual","strategy","puzzle","action","rpg","casual"
2013,"MirrorMoon EP",231310,"indie,exploration,puzzle,adventure,space","indie","exploration","puzzle","adventure","space"
2013,"Tetrobot and Co.",235980,"puzzle,robots,indie,casual,difficult","puzzle","robots","indie","casual","difficult"
2013,"Aarklash: Legacy",222640,"tactical,fantasy,adventure,rpg,strategy","tactical","fantasy","adventure","rpg","strategy"
2013,"March of the Eagles",227760,"strategy,grand strategy,historical,simulation,real-time with pause","strategy","grand strategy","historical","simulation","real-time with pause"
2013,"Foul Play",244810,"adventure,online co-op,co-op,beat 'em up,action","adventure","online co-op","co-op","beat 'em up","action"
2013,"Marc Eck?'s Getting Up: Contents Under Pressure",260190,"action,adventure,parkour,third person,classic","action","adventure","parkour","third person","classic"
2013,"Ironclad Tactics",226960,"strategy,card game,robots,indie,casual","strategy","card game","robots","indie","casual"
2013,"Dark Fall: The Journal",260690,"adventure,horror,mystery,puzzle,supernatural","adventure","horror","mystery","puzzle","supernatural"
2013,"Oozi: Earth Adventure",257990,"platformer,adventure,indie,casual,action","platformer","adventure","indie","casual","action"
2013,"Rise of Venice",227020,"trading,strategy,simulation,economy,historical","trading","strategy","simulation","economy","historical"
2013,"Blood of the Werewolf",260250,"platformer,action,difficult,indie,werewolves","platformer","action","difficult","indie","werewolves"
2013,"Face Noir",244690,"adventure,noir,detective,point & click,indie","adventure","noir","detective","point & click","indie"
2013,"Shattered Haven",234370,"action,adventure,puzzle,horror,co-op","action","adventure","puzzle","horror","co-op"
2013,"Master Reboot",251850,"adventure,sci-fi,action,puzzle,atmospheric","adventure","sci-fi","action","puzzle","atmospheric"
2013,"Knock-knock",250380,"horror,indie,atmospheric,surreal,psychological horror","horror","indie","atmospheric","surreal","psychological horror"
2013,"DARK",225360,"stealth,action,vampire,rpg,third person","stealth","action","vampire","rpg","third person"
2013,"The Chaos Engine",242530,"co-op,steampunk,classic,action,retro","co-op","steampunk","classic","action","retro"
2013,"Montague's Mount",258950,"puzzle,indie,adventure,walking simulator,horror","puzzle","indie","adventure","walking simulator","horror"
2013,"Dementium II HD",217100,"horror,action,adventure,indie,fps","horror","action","adventure","indie","fps"
2013,"The 11th Hour",255940,"horror,puzzle,adventure,point & click,fmv","horror","puzzle","adventure","point & click","fmv"
2013,"Alex Hunter - Lord of the Mind Platinum Edition",266940,"hidden object,puzzle,casual,point & click,adventure","hidden object","puzzle","casual","point & click","adventure"
2013,"YOU DON'T KNOW JACK Vol. 3",259960,"casual,indie,comedy,NA,NA","casual","indie","comedy","NA","NA"
2013,"Eador: Genesis",235660,"strategy,indie,turn-based strategy,rpg,turn-based","strategy","indie","turn-based strategy","rpg","turn-based"
2013,"Zombie Tycoon 2: Brainhov's Revenge",252270,"strategy,action,zombies,indie,rts","strategy","action","zombies","indie","rts"
2013,"WRC 4 FIA World Rally Championship",256330,"racing,simulation,offroad,sports,arcade","racing","simulation","offroad","sports","arcade"
2013,"Airport Simulator 2014",267600,"simulation,management,horror,dating sim,NA","simulation","management","horror","dating sim","NA"
2013,"Blood Knights",258220,"action,rpg,vampire,co-op,hack and slash","action","rpg","vampire","co-op","hack and slash"
2013,"YOU DON'T KNOW JACK HEADRUSH",260060,"casual,indie,NA,NA,NA","casual","indie","NA","NA","NA"
2013,"YOU DON'T KNOW JACK Vol. 1 XL",252730,"casual,indie,comedy,NA,NA","casual","indie","comedy","NA","NA"
2013,"Droid Assault",219200,"action,arcade,retro,shooter,robots","action","arcade","retro","shooter","robots"
2013,"MotoGP13",240600,"simulation,racing,sports,NA,NA","simulation","racing","sports","NA","NA"
2013,"Eryi's Action",261700,"difficult,action,puzzle,platformer,indie","difficult","action","puzzle","platformer","indie"
2013,"Wizardry 6: Bane of the Cosmic Forge",245410,"adventure,fantasy,rpg,first-person,dungeon crawler","adventure","fantasy","rpg","first-person","dungeon crawler"
2013,"Zack Zero",234290,"action,adventure,indie,platformer,side scroller","action","adventure","indie","platformer","side scroller"
2013,"The Shivah",252370,"adventure,point & click,indie,noir,story rich","adventure","point & click","indie","noir","story rich"
2013,"Gravity Badgers",267060,"puzzle,casual,indie,touch-friendly,NA","puzzle","casual","indie","touch-friendly","NA"
2013,"3079 -- Block Action RPG",259620,"action,fps,first-person,rpg,indie","action","fps","first-person","rpg","indie"
2013,"Dysfunctional Systems: Learning to Manage Chaos",248800,"visual novel,adventure,indie,anime,sci-fi","visual novel","adventure","indie","anime","sci-fi"
2013,"Bus-Simulator 2012",253770,"simulation,driving,fast-paced,open world,NA","simulation","driving","fast-paced","open world","NA"
2013,"Agricultural Simulator: Historical Farming",259890,"simulation,agriculture,NA,NA,NA","simulation","agriculture","NA","NA","NA"
