"Year","Game","Appid","Developer","Publisher","PriceRange","MdPlayTime","Index","PlayerOption","VisualOption","TraitOption","MainTags"
2013,"Wargame: Airland Battle",222750,"Eugen Systems","Focus Home Interactive","$10-$20",0,80,"multiplayer,singleplayer","none","none","strategy,military,wargame,real-time,war"
2013,"Ragnarok Online",231060,"Gravity Interactive","Gravity Interactive","FREE",38,81.7012987,"massively multiplayer,multiplayer","none","free to play","rpg,mmorpg,adventure,fantasy,anime"
2013,"State of Decay",241540,"Undead Labs","Microsoft Studios",NA,272,70.36157337,"singleplayer,multiplayer","none","none","open world,action,zombies,survival,post-apocalyptic"
2013,"Race The Sun",253030,"Flippfly LLC","Flippfly LLC","$5-$10",27,77.03361345,"singleplayer","vr","controller,great soundtrack","arcade,racing,indie,fast-paced,action"
2013,"Baldur's Gate II: Enhanced Edition",257350,"Beamdog","Beamdog","$10-$20",446,76.07001522,"singleplayer,multiplayer","none","remake","isometric,dungeons & dragons,adventure,rpg,classic"
2013,"Teleglitch: Die More Edition",234390,"Test3 Projects","Paradox Interactive","$10-$20",0,76.26086957,"singleplayer","pixel graphics,2d","none","top-down shooter,top-down,retro,shooter,rogue-like"
2013,"LEGO Marvel Super Heroes",249130,"Traveller's Tales","Warner Bros. Interactive Entertainment, Feral Interactive (Mac)","$10-$20",65,80.68544601,"singleplayer,local multiplayer,multiplayer","none","none","lego,adventure,open world,superhero,action"
2013,"Baldur's Gate: Enhanced Edition",228280,"Beamdog","Beamdog","$10-$20",311,72.12565445,"singleplayer,multiplayer","none","remake","dungeons & dragons,adventure,rpg,fantasy,classic"
2013,"Resident Evil Revelations / Biohazard Revelations",222480,"Capcom","Capcom","Above $25",192,72.42011834,"singleplayer,multiplayer","none","great soundtrack","action,horror,survival horror,co-op,survival"
2013,"Poker Night 2",234710,"Telltale Games","Telltale Games",NA,52,71.70940171,"singleplayer","none","controller","card game,casual,comedy,gambling,funny"
2013,"Reus",222730,"Abbey Games","Abbey Games","$5-$10",25,73.48314607,"singleplayer,multiplayer","2d","replay value,great soundtrack","god game,strategy,indie,simulation,sandbox"
2013,"The Bridge",204240,"Ty Taylor and Mario Castaneda, The Quantum Astrophysicists Guild","The Quantum Astrophysicists Guild","$5-$10",24,0,"singleplayer","2d,dark","controller","puzzle,hand-drawn,physics,difficult,beautiful"
2013,"Worms Clan Wars",233840,"Team17 Digital Ltd","Team17 Digital Ltd","$2-$5",287,71.93103448,"multiplayer,singleplayer","2d,2.5d","none","strategy,turn-based,funny,comedy,local co-op"
2013,"The Incredible Adventures of Van Helsing",215530,"NeocoreGames","NeocoreGames","$10-$20",62,77.33213645,"multiplayer,singleplayer","none","none","adventure,gothic,magic,rpg,hack and slash"
2013,"Cities in Motion 2",225420,"Colossal Order Ltd.","Paradox Interactive","$10-$20",140,72.50166113,"singleplayer,multiplayer","none","none","simulation,sandbox,building,co-op,strategy"
2013,"Hammerwatch",239070,"Crackshell","Crackshell","$5-$10",29,74.03225806,"multiplayer,4 player local,singleplayer,local multiplayer","pixel graphics,2d","none","co-op,action,adventure,hack and slash,fantasy"
2013,"Democracy 3",245470,"Positech Games","Positech Games","$20-$25",74,70.50704225,"singleplayer","2d","none","politics,strategy,indie,political,simulation"
2013,"Remember Me",228300,"DONTNOD Entertainment","Capcom","Above $25",331,72.21917808,"singleplayer","none","great soundtrack","action,adventure,cyberpunk,female protagonist,sci-fi"
2013,"Sacred Citadel",207930,"Southend","Deep Silver","$5-$10",24,58.81651376,"multiplayer,local multiplayer,singleplayer","2d","controller","co-op,fighting,action,beat 'em up,local co-op"
2013,"World War II: Panzer Claws",254100,NA,"Topware Interactive","$2-$5",256,62.11111111,"none","none","none","strategy,world war ii,rts,NA,NA"
2013,"Blockland",250340,"Eric Hartman, Ben Garney, Anthony Rotondo","Step 1 Games LLC","$5-$10",2088,58,"multiplayer,singleplayer","none","none","sandbox,building,lego,action,open world"
2013,"Bloody Trapland",257750,"2Play","2Play","$5-$10",48,63,"multiplayer,local multiplayer,4 player local,singleplayer","2d,pixel graphics","great soundtrack","platformer,co-op,blood,casual,indie"
2013,"Kingdom Wars",227180,"Reverie World Studios",NA,"FREE",0,0,"massively multiplayer,multiplayer,singleplayer","none","free to play","strategy,rts,building,fantasy,simulation"
2013,"THE KING OF FIGHTERS XIII STEAM EDITION",222940,"SNK CORPORATION","SNK CORPORATION","$10-$20",127,79.13953488,"local multiplayer,multiplayer,singleplayer","2d","great soundtrack,controller","fighting,arcade,2d fighter,action,competitive"
2013,"Worms Armageddon",217200,"Team17 Digital Ltd","Team17 Digital Ltd","$2-$5",173,89,"multiplayer,local multiplayer,singleplayer","2d,1990's","none","comedy,strategy,classic,turn-based,turn-based strategy"
2013,"Magic 2014 ??Duels of the Planeswalkers",213850,"Stainless Games","Wizards of the Coast LLC","$5-$10",353,71,"multiplayer,singleplayer","none","none","card game,trading card game,magic,strategy,turn-based"
2013,"FORCED: Slightly Better Edition",249990,"BetaDwarf","BetaDwarf","$10-$20",9,73.72774869,"4 player local,multiplayer,local multiplayer,singleplayer","none","controller","action,co-op,rpg,online co-op,puzzle"
2013,"Project Zomboid",108600,"The Indie Stone","The Indie Stone","$10-$20",237,77,"multiplayer,singleplayer","2d","none","survival,zombies,sandbox,indie,crafting"
2013,"Receiver",234190,"Wolfire Games","Wolfire Games","$2-$5",50,59,"singleplayer","none","none","simulation,fps,indie,rogue-like,first-person"
2013,"Pinball Arcade",238260,"FarSight Studios","FarSight Studios","FREE",12,0,"singleplayer,multiplayer","none","free to play","pinball,arcade,classic,simulation,casual"
2013,"Viscera Cleanup Detail: Santa's Rampage",265210,"RuneStorm","RuneStorm","$2-$5",62,58,"multiplayer,singleplayer","none","none","simulation,co-op,blood,physics,gore"
2013,"Gorky 17",253920,NA,"Topware Interactive ACE","$2-$5",307,0,"singleplayer","none","none","rpg,strategy,tactical,sci-fi,turn-based"
2013,"Sid Meier's Ace Patrol",244070,"Firaxis Games","2K","$2-$5",0,69.72340426,"singleplayer","none","none","strategy,casual,turn-based,turn-based strategy,world war i"
2013,"Tom Clancy's  Splinter Cell Blacklist",235600,"Ubisoft Toronto","Ubisoft","Above $25",76,75.96808511,"multiplayer,singleplayer","none","controller","stealth,action,adventure,tactical,co-op"
2013,"Rayman Legends",242550,NA,"Ubisoft","Above $25",127,85.46620047,"4 player local,local multiplayer,singleplayer","2d","great soundtrack,controller","action,co-op,music,platformer,local co-op"
2013,"Startopia",243040,NA,"Square Enix","$5-$10",0,86,"singleplayer","none","great soundtrack","management,space,sandbox,simulation,sci-fi"
2013,"BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien",218060,"Gaijin Games","Gaijin Games","$10-$20",57,83.33502538,"singleplayer","colorful,2d,2.5d","great soundtrack,controller","rhythm,music,runner,platformer,indie"
2013,"Trials Evolution: Gold Edition",220160,"Redlynx Ltd, Ubisoft Shanghai","Ubisoft","$10-$20",3,75.52212389,"multiplayer,local multiplayer","none","none","racing,action,level editor,platformer,difficult"
2013,"Starseed Pilgrim",230980,"Droqen","Droqen's Games","$5-$10",0,77.92307692,"singleplayer","2d","none","indie,adventure,puzzle,minimalist,exploration"
2013,"Silent Storm Gold Edition",254960,"Nival","THQ Nordic","$5-$10",0,88,"singleplayer","none","none","turn-based,tactical,destruction,strategy,turn-based tactics"
2013,"Joe Danger 2: The Movie",242110,"Hello Games","Hello Games","$10-$20",0,78.25,"local multiplayer","none","controller","action,racing,indie,casual,score attack"
2013,"King Arthur's Gold",219830,"Transhuman Design","Transhuman Design","$5-$10",53,82.73684211,"multiplayer,singleplayer","2d,pixel graphics","none","action,building,medieval,team-based,competitive"
2013,"Kentucky Route Zero",231200,"Cardboard Computer","Cardboard Computer","$20-$25",84,84,"singleplayer","2d","great soundtrack","adventure,atmospheric,point & click,indie,surreal"
2013,"Proteus",219680,"Ed Key and David Kanaga","Twisted Tree","$5-$10",0,69.58490566,"singleplayer","pixel graphics","great soundtrack","exploration,first-person,music,relaxing,walking simulator"
2013,"La-Mulana",230700,"NIGORO","AGM PLAYISM","$10-$20",32,76.41717791,"singleplayer","2d,pixel graphics","great soundtrack,remake,controller","difficult,adventure,exploration,action,retro"
2013,"Goodbye Deponia",241910,"Daedalic Entertainment","Daedalic Entertainment","$10-$20",211,79.25693161,"singleplayer","none","great soundtrack","adventure,point & click,comedy,hand-drawn,sequel"
2013,"Fallen Enchantress: Legendary Heroes",228260,"Stardock Entertainment","Stardock Entertainment","$20-$25",382,78.59763314,"singleplayer,multiplayer","none","replay value","magic,tactical,strategy,fantasy,turn-based strategy"
2013,"Memoria",243200,"Daedalic Entertainment","Daedalic Entertainment","$10-$20",95,79.48324515,"singleplayer","none","none","adventure,point & click,fantasy,puzzle,indie"
2013,"Weird Worlds: Return to Infinite Space",226120,"Digital Eel","Digital Eel","$2-$5",0,76.5060241,"singleplayer","none","none","space,exploration,indie,strategy,casual"
2013,"Sang-Froid - Tales of Werewolves",227220,"Artifice Studio","Artifice Studio","FREE",0,78.09243697,"singleplayer","none","great soundtrack,free to play","strategy,action,werewolves,rpg,tower defense"
2013,"Anachronox",242940,NA,"Square Enix","$5-$10",0,78.20930233,"singleplayer","none","none","turn-based,rpg,cyberpunk,sci-fi,comedy"
2013,"Ace Combat Assault Horizon - Enhanced Edition",228400,"NAMCO","BANDAI NAMCO Entertainment","$10-$20",69,67.18181818,"multiplayer,singleplayer","none","controller,great soundtrack","action,military,war,flight,simulation"
2013,"Rise of Flight United",244050,"777 Studios","1C-777","FREE",9,0,"multiplayer,singleplayer","none","free to play","simulation,flight,world war i,realistic,historical"
2013,"Eldritch",252630,"Minor Key Games","Minor Key Games","$10-$20",45,74.77419355,"singleplayer","pixel graphics,3d","none","first-person,action,rogue-like,lovecraftian,indie"
2013,"Teslagrad",249590,"Rain Games","Rain Games","$5-$10",154,77,"singleplayer","2d","controller,great soundtrack","indie,puzzle,steampunk,adventure,hand-drawn"
2013,"Anomaly 2",236730,"11 bit studios","11 bit studios","$10-$20",66,77,"multiplayer,singleplayer","none","none","strategy,tower defense,rts,indie,action"
2013,"SteamWorld Dig",252410,"Image & Form Games","Image & Form Games","$5-$10",0,74.58590308,"singleplayer","2d","great soundtrack,controller","mining,steampunk,adventure,metroidvania,western"
2013,"Volgarr the Viking",247240,"Crazy Viking Studios","Adult Swim Games","$5-$10",55,76.50819672,"singleplayer","2d,pixel graphics","none","action,retro,arcade,platformer,difficult"
2013,"Anna - Extended Edition",217690,"Dreampainters","Kalypso Media Digital","$5-$10",31,66.0483871,"singleplayer","none","great soundtrack","horror,puzzle,psychological horror,adventure,indie"
2013,"The Night of the Rabbit",230820,"Daedalic Entertainment","Daedalic Entertainment","$10-$20",0,75,"singleplayer","none","great soundtrack","adventure,magic,point & click,indie,fantasy"
2013,"Beatbuddy: Tale of the Guardians",231040,"Threaks","Threaks","$5-$10",84,74.84745763,"singleplayer","2d","great soundtrack","music,adventure,action,puzzle,indie"
2013,"Cubetractor",235720,"Ludochip","Ludochip","$5-$10",2,74.46575342,"none","pixel graphics","none","indie,strategy,action,puzzle,tower defense"
2013,"Nihilumbra",252670,"BeautiFun Games","BeautiFun Games","$5-$10",0,71.43274854,"singleplayer","2d","great soundtrack","adventure,puzzle,atmospheric,beautiful,indie"
2013,"Gas Guzzlers Extreme",243800,"Gamepires","Iceberg Interactive","$20-$25",78,81.16528926,"multiplayer,singleplayer","none","controller","racing,shooter,driving,action,sports"
2013,"Divekick",244730,"Iron Galaxy","Iron Galaxy","$2-$5",0,69.91262136,"local multiplayer,multiplayer","2d","controller","fighting,indie,action,arcade,2d fighter"
2013,"The Journey Down: Chapter One",220090,"SkyGoblin","SkyGoblin","$5-$10",0,72.5,"singleplayer","2d,colorful","great soundtrack","adventure,puzzle,classic,point & click,indie"
2013,"PixelJunk Monsters Ultimate",243780,"Double Eleven, Q-Games Ltd.","Double Eleven","$5-$10",66,72.23809524,"singleplayer,multiplayer","2d","none","local co-op,co-op,online co-op,tower defense,strategy"
2013,"Septerra Core",253940,NA,"Topware Interactive","$2-$5",176,73.30350195,"singleplayer","none","none","turn-based,adventure,rpg,jrpg,isometric"
2013,"Bionic Dues",238910,"Arcen Games, LLC","Arcen Games, LLC","$5-$10",0,73.54098361,"singleplayer","2d","great soundtrack","turn-based,tactical,robots,strategy,rogue-like"
2013,"Papo & Yo",227080,"Minority Media Inc.","Minority Media","$10-$20",0,72.68364611,"singleplayer","none","great soundtrack","puzzle,surreal,indie,adventure,platformer"
2013,"ENSLAVED: Odyssey to the West Premium Edition",245280,"Ninja Theory","BANDAI NAMCO Entertainment","$10-$20",12,74.43648208,"singleplayer","3d vision","great soundtrack,controller","post-apocalyptic,adventure,action,story rich,hack and slash"
2013,"Neighbours from Hell Compilation",260750,"JoWooD Vienna","THQ Nordic","$5-$10",37,70,"singleplayer","none","none","stealth,comedy,casual,adventure,classic"
2013,"Megabyte Punch",248550,"Team Reptile","Team Reptile","$10-$20",9,70.46464646,"local multiplayer,4 player local,singleplayer","2.5d","controller,great soundtrack","local co-op,fighting,co-op,action,indie"
2013,"Shelter",244710,"Might and Delight","Might and Delight","$5-$10",36,69.68617021,"singleplayer","none","great soundtrack","adventure,survival,indie,cute,short"
2013,"The Cave",221810,"Double Fine Productions","Double Fine Productions","$10-$20",1,76,"singleplayer,local multiplayer","2d,2.5d","controller","adventure,puzzle,local co-op,co-op,platformer"
2013,"Scribblenauts Unmasked: A DC Comics Adventure",249870,"5th Cell Media","Warner Bros. Interactive Entertainment","$10-$20",169,66.08695652,"singleplayer,multiplayer","2d","none","adventure,action,batman,puzzle,superhero"
2013,"Rise of the Triad",217140,"Slipgate Studios??","Apogee Software","$10-$20",0,67,"multiplayer,singleplayer","none","remake,great soundtrack","action,first-person,shooter,classic,fps"
2013,"Long Live The Queen",251990,"Hanako Games","Hanako Games","$5-$10",82,74.20689655,"singleplayer","2d","none","visual novel,anime,female protagonist,simulation,indie"
2013,"The Banner Saga: Factions",219340,"Stoic","Versus Evil","FREE",102,75.88607595,"multiplayer","2d","free to play","strategy,tactical,rpg,indie,turn-based strategy"
2013,"DuckTales: Remastered",237630,"WayForward","Capcom","$10-$20",6,73.33333333,"singleplayer","cartoon,2d","remake,great soundtrack,controller","retro,adventure,classic,platformer,action"
2013,"Strike Suit Zero",209540,"Born Ready Games Ltd.","Born Ready Games","$10-$20",0,68.00891266,"singleplayer","vr","great soundtrack","space,action,mechs,sci-fi,indie"
2013,"Slender: The Arrival",252330,"Blue Isle Studios","Blue Isle Studios","$5-$10",54,63.16216216,"singleplayer,multiplayer","dark,vr","none","horror,first-person,survival horror,survival,short"
2013,"Sniper Elite: Nazi Zombie Army",227100,"Rebellion","Rebellion","$10-$20",0,67.6122449,"multiplayer,singleplayer","none","none","co-op,sniper,world war ii,zombies,action"
2013,"Legend of Dungeon",238280,"Robot Loves Kitty",NA,"$5-$10",136,65.91397849,"4 player local,singleplayer,local multiplayer,multiplayer","pixel graphics,vr","none","rogue-like,rpg,action,indie,dungeon crawler"
2013,"Contrast",224460,"Compulsion Games","Focus Home Interactive","$5-$10",18,68.16783217,"singleplayer","none","great soundtrack","noir,puzzle,female protagonist,indie,platformer"
2013,"Evoland",233470,"Shiro Games","Shiro Games","$5-$10",29,63.67505721,"singleplayer","pixel graphics,2d,3d","controller,great soundtrack","rpg,adventure,puzzle,action,indie"
2013,"Mars: War Logs",232750,"Spiders","Focus Home Interactive","$10-$20",0,64.96108291,"singleplayer","none","none","rpg,mars,cyberpunk,adventure,action"
2013,"Deadly Premonition: The Director's Cut",247660,"Rising Star Games","Rising Star Games","$20-$25",156,67,"singleplayer","none","great soundtrack","adventure,horror,action,investigation,mystery"
2013,"Space Hulk",242570,"Full Control Studios","Full Control","$20-$25",0,61,"singleplayer,multiplayer","none","none","strategy,turn-based,board game,games workshop,tactical"
2013,"God Mode",227480,"Old School Games","ATLUS USA","$5-$10",0,62.52054795,"multiplayer,singleplayer","none","none","action,third-person shooter,shooter,co-op,third person"
2013,"POSTAL",232770,"Running With Scissors","Running With Scissors","$1-$2",0,60.58536585,"singleplayer","dark,1990's","none","action,classic,shooter,isometric,dark humor"
2013,"Sniper Elite: Nazi Zombie Army 2",247910,NA,"Rebellion","$10-$20",54,61.039801,"multiplayer,singleplayer","none","none","co-op,sniper,horror,zombies,action"
2013,"Alien Rage - Unlimited",217920,"CI Games","CI Games","$10-$20",2,58.1594533,"singleplayer,multiplayer","none","none","shooter,action,fps,sci-fi,aliens"
2013,"Arma Tactics",224860,"Bohemia Interactive","Bohemia Interactive","$5-$10",95,50.97590361,"singleplayer,multiplayer","none","none","strategy,turn-based,action,indie,tactical"
2013,"X Rebirth",2870,"Egosoft","Egosoft","Above $25",7,32.15564202,"singleplayer","none","great soundtrack","space,action,sandbox,economy,trading"
2013,"Cities XL Platinum",231140,"Focus Home Interactive","Focus Home Interactive","$5-$10",22,55,"singleplayer","none","none","economy,building,simulation,city builder,strategy"
2013,"Organ Trail: Director's Cut",233740,"The Men Who Wear Many Hats","The Men Who Wear Many Hats","$2-$5",5,67,"singleplayer","pixel graphics,2d","great soundtrack","retro,adventure,survival,zombies,indie"
2013,"Sparkle 2 Evo",253650,NA,"Forever Entertainment S. A.","$2-$5",125,64,"singleplayer","none","none","casual,indie,simulation,action,relaxing"
2013,"Divinity: Dragon Commander",243950,"Larian Studios","Larian Studios","Above $25",89,73.97427653,"singleplayer,multiplayer","none","great soundtrack","strategy,political,turn-based,co-op,rpg"
2013,"Kenshi",233860,"Lo-Fi Games","Lo-Fi Games","$10-$20",422,82,"singleplayer","none","none","sandbox,rpg,survival,building,rts"
2013,"Interstellar Marines",236370,"Zero Point Software","Zero Point Software","$5-$10",80,71,"multiplayer,singleplayer","none","none","early access,action,fps,tactical,co-op"
2013,"Edna & Harvey: The Breakout",255320,"Daedalic Entertainment","Daedalic Entertainment","$10-$20",20,59.63636364,"singleplayer","2d","none","adventure,funny,point & click,indie,comedy"
2013,"Viscera Cleanup Detail: Shadow Warrior",255520,"RuneStorm","Devolver Digital",NA,2,59,"multiplayer,singleplayer","none","none","blood,simulation,indie,gore,comedy"
2013,"Dungeon-Party",215870,"Cyanide Studio","Bigben Interactive","FREE",0,58,"massively multiplayer,multiplayer","none","free to play","rpg,action,moba,NA,NA"
2013,"DLC Quest",230050,"Going Loud Studios","Going Loud Studios","$2-$5",41,64,"singleplayer","pixel graphics,2d","memes","indie,satire,action,platformer,comedy"
2013,"Omerta - City of Gangsters",208520,"Haemimont Games","Kalypso Media Digital","$10-$20",24,52.27476038,"singleplayer,multiplayer","none","none","crime,simulation,turn-based,turn-based combat,rpg"
2013,"Monster Loves You!",226740,"Radial Games Corp, Dejobaan Games, LLC","Radial Games Corp","$5-$10",0,62,"singleplayer","none","none","adventure,casual,indie,simulation,multiple endings"
2013,"Wasteland 1 - The Original Classic",259130,"inXile Entertainment","inXile Entertainment","$5-$10",0,0,"singleplayer","2d,pixel graphics,1980s","great soundtrack","rpg,post-apocalyptic,classic,adventure,crpg"
2013,"Toki Tori 2+",201420,"Two Tribes","Two Tribes","$10-$20",0,76,"singleplayer","2d","controller","puzzle,adventure,metroidvania,cute,level editor"
2013,"Champions of Regnum",222520,"NGD Studios","NGD Studios","FREE",0,54,"massively multiplayer,multiplayer","none","free to play","rpg,mmorpg,pvp,indie,open world"
2013,"Shadow Warrior Classic Redux",225160,"General Arcade","Devolver Digital","$5-$10",44,81,"singleplayer","1990's,2.5d","remake","classic,shooter,fps,action,comedy"
2013,"Iesabel",248710,NA,"Forever Entertainment S. A.","$2-$5",0,53,"singleplayer","none","none","rpg,action,hack and slash,indie,action rpg"
2013,"Heli Heroes",259320,"Reality Pump","Topware Interactive","$2-$5",192,64,"none","none","none","action,arcade,casual,shoot 'em up,NA"
2013,"Earth 2140",253860,"Reality Pump Studios","Topware Interactive ACE, ACE","$2-$5",312,58,"singleplayer","none","none","strategy,rts,sci-fi,NA,NA"
2013,"Farming Simulator 2013 Titanium Edition",220260,"Giants Software","Giants Software","$10-$20",33,0,"multiplayer,singleplayer","none","great soundtrack","simulation,open world,casual,relaxing,co-op"
2013,"Zeno Clash 2",215690,"ACE Team","ATLUS USA","$10-$20",17,64.75431034,"singleplayer","none","none","surreal,first-person,adventure,co-op,action"
2013,"Daikatana",242980,NA,"Square Enix","$5-$10",7,0,"singleplayer,multiplayer","none","none","action,fps,classic,time travel,sci-fi"
2013,"The Typing of The Dead: Overkill",246580,"Modern Dream","SEGA","$10-$20",33,72.89041096,"singleplayer,multiplayer","none","great soundtrack","typing,comedy,horror,shooter,co-op"
2013,"PAC-MAN Championship Edition DX+",236450,"Mine Loader Software Co., Ltd.","BANDAI NAMCO Entertainment","$5-$10",2,80.06578947,"singleplayer,multiplayer","2d,colorful","remake,great soundtrack,controller","arcade,action,retro,classic,score attack"
2013,"Savant - Ascent",259530,"D-Pad Studio",NA,"$1-$2",7,83,"singleplayer","2d,pixel graphics","great soundtrack,replay value,controller","action,music,indie,shoot 'em up,fast-paced"
2013,"Talisman: Prologue",258200,"Nomad Games","Nomad Games","$5-$10",0,63,"singleplayer","none","none","board game,fantasy,games workshop,indie,strategy"
2013,"The 39 Steps",234940,"The Story Mechanics","KISS ltd","$10-$20",254,70,"singleplayer","none","none","thriller,adventure,indie,casual,interactive fiction"
2013,"Professional Farmer 2014",258880,"PlayWay S.A.","United Independent Entertainment GmbH","$10-$20",0,49,"multiplayer,singleplayer","none","none","simulation,agriculture,action,open world,NA"
2013,"I Have No Mouth, and I Must Scream",245390,"Cyberdreams","Nightdive Studios","$5-$10",72,78,"singleplayer","dark,1990's","none","adventure,point & click,horror,based on a novel,classic"
2013,"Tales of Maj'Eyal",259680,"Netcore Games","Netcore Games","$5-$10",560,70,"singleplayer","2d","replay value","rpg,turn-based,tactical,rogue-like,indie"
2013,"Knights of Pen and Paper +1 Edition",231740,"Behold Studios","Paradox Interactive","$5-$10",171,60.13017751,"singleplayer","pixel graphics,2d","great soundtrack","rpg,turn-based,fantasy,retro,adventure"
2013,"Broken Sword 5 - the Serpent's Curse",262940,"Revolution Software Ltd","Revolution Software Ltd","$20-$25",36,71.81767956,"singleplayer","2d","none","adventure,conspiracy,classic,point & click,mystery"
2013,"Marvel Puzzle Quest",234330,"Demiurge Studios","D3 Go!","FREE",14,0,"singleplayer,multiplayer","2d","free to play","puzzle,match 3,rpg,casual,superhero"
2013,"Bridge Constructor",250460,"ClockStone","Headup Games","$5-$10",238,67,"singleplayer","none","none","physics,building,simulation,casual,indie"
2013,"LOST PLANET 3",226720,"Spark Unlimited","Capcom","$20-$25",0,61.56185567,"multiplayer,singleplayer","none","controller","action,third-person shooter,sci-fi,shooter,atmospheric"
2013,"Penny Arcade's On the Rain-Slick Precipice of Darkness 4",237570,"Zeboyd Games","Penny Arcade, Inc.","$1-$2",40,69.66666667,"singleplayer","none","none","rpg,indie,jrpg,comedy,turn-based"
2013,"Pool Nation",254440,"Cherry Pop Games","Cherry Pop Games","$5-$10",11,84,"multiplayer,singleplayer","none","none","pool,physics,addictive,sports,simulation"
2013,"Cook, Serve, Delicious!",247020,"Vertigo Gaming Inc.","Vertigo Gaming Inc.","$5-$10",34,78,"singleplayer,local multiplayer","2d","none","indie,difficult,strategy,co-op,simulation"
2013,"Wizardry 8",245450,"Sir-Tech Canada","Gamepot, Inc., Nightdive Studios","$5-$10",0,0,"singleplayer","none","none","rpg,classic,adventure,fantasy,party-based rpg"
2013,"Giana Sisters: Twisted Dreams - Rise of the Owlverlord",246960,"Black Forest Games","HandyGames, Black Forest Games","$2-$5",0,82.15053763,"singleplayer","2.5d,2d","great soundtrack,controller","platformer,indie,action,female protagonist,difficult"
2013,"Valdis Story: Abyssal City",252030,NA,"Endlessfluff Games","$10-$20",0,79.74509804,"singleplayer","2d","great soundtrack","action,platformer,exploration,metroidvania,rpg"
2013,"Desktop Dungeons",226620,"QCF Design","QCF Design","$10-$20",1,80.26086957,"singleplayer","2d","great soundtrack","puzzle,fantasy,rogue-like,strategy,indie"
2013,"The Cat Lady",253110,"Harvester Games","Screen 7","$5-$10",0,84.88461538,"singleplayer","dark,2d","great soundtrack","horror,psychological horror,atmospheric,psychological,story rich"
2013,"140",242820,"Carlsen Games","Carlsen Games","$2-$5",41,73,"singleplayer","2d,colorful","great soundtrack","platformer,rhythm,minimalist,abstract,indie"
2013,"FATE",246840,"WildTangent","WildTangent","$5-$10",2,78.88811189,"singleplayer","none","none","rpg,action,dungeon crawler,classic,action rpg"
2013,"Super House of Dead Ninjas",224820,"Megadev","Adult Swim Games","$5-$10",249,80.64705882,"singleplayer","2d,pixel graphics","replay value,controller","action,ninja,arcade,adventure,platformer"
2013,"Desperados: Wanted Dead or Alive",260730,"Spellbound","THQ Nordic","$2-$5",255,82.9790795,"singleplayer","none","none","strategy,western,tactical,action,isometric"
2013,"Expeditions: Conquistador",237430,"Logic Artists","THQ Nordic","$10-$20",856,78.99043062,"singleplayer","none","none","rpg,strategy,turn-based,tactical,adventure"
2013,"Angry Video Game Nerd Adventures",237740,"FreakZone Games","Screenwave Media","$2-$5",2,76.38251366,"singleplayer","pixel graphics,2d","great soundtrack,memes,controller","platformer,difficult,action,retro,adventure"
2013,"Syder Arcade",252310,"Studio Evil","Studio Evil","$5-$10",0,72.70588235,"singleplayer","none","great soundtrack","shoot 'em up,arcade,indie,action,bullet hell"
2013,"Kairo",233230,"Locked Door Puzzle","Lupus Studios Limited","$2-$5",0,76.9380531,"singleplayer","vr","none","puzzle,exploration,atmospheric,abstract,indie"
2013,"Anodyne",234900,"Sean Han Tani, Marina Kittaka","Analgesic Productions","$5-$10",0,71.75581395,"singleplayer","pixel graphics,2d,colorful","great soundtrack","surreal,adventure,indie,exploration,action"
2013,"Ring Runner: Flight of the Sages",258010,"Triple.B.Titles","Triple.B.Titles","$2-$5",96,76.10126582,"multiplayer","none","great soundtrack","action,rpg,indie,space,shooter"
2013,"Incredipede",230150,"Colin Northway with art by Thomas Shahan","Northway Games","$5-$10",2,72.72340426,"singleplayer","none","none","puzzle,indie,adventure,simulation,physics"
2013,"Fieldrunners 2",215710,"Subatomic Studios LLC","Subatomic Studios LLC","$5-$10",31,73.87640449,"singleplayer","2d","none","tower defense,strategy,action,casual,touch-friendly"
2013,"Super Splatters",95000,"SpikySnail","SpikySnail","$5-$10",0,74.54929577,"none","none","none","action,arcade,physics,indie,casual"
2013,"PixelJunk Shooter",255870,"Double Eleven, Q-Games Ltd.","Double Eleven","$5-$10",19,73.74193548,"singleplayer","2d,pixel graphics","controller","action,puzzle,shooter,local co-op,twin stick shooter"
2013,"Guncraft",241720,"Exato Games Studio","Reverb Triple XP","$10-$20",0,56.53383459,"multiplayer","none","none","action,fps,building,voxel,sandbox"
2013,"CastleStorm",241410,"Zen Studios","Zen Studios","$5-$10",0,74.79310345,"singleplayer,multiplayer,local multiplayer","2d","none","strategy,action,tower defense,destruction,co-op"
2013,"Skulls of the Shogun",228960,"17-BIT","17-BIT","$5-$10",0,69.20588235,"singleplayer,multiplayer,local multiplayer,asynchronous multiplayer","none","none","strategy,turn-based strategy,turn-based,indie,comedy"
2013,"The Inner World",251430,"Studio Fizbin","Headup Games","$10-$20",2,73.23430962,"singleplayer","none","none","adventure,puzzle,funny,point & click,indie"
2013,"Lilly Looking Through",250030,"Geeta Games",NA,"$5-$10",0,70.07692308,"singleplayer","none","none","adventure,point & click,indie,female protagonist,puzzle"
2013,"Thunder Wolves",232970,"Most Wanted Entertainment","HandyGames","$5-$10",0,69.39572193,"none","none","none","action,arcade,shooter,indie,casual"
2013,"A Valley Without Wind 2",228320,"Arcen Games, LLC","Arcen Games, LLC","$10-$20",0,69.36263736,"singleplayer,multiplayer","2d","great soundtrack,controller","strategy,adventure,co-op,experimental,action"
